KVALUES
Results of phase equilibrium constant Ki at temperature = 620

P(psia)  K[1]	K[2]	K[3]	K[4]	K[5]	K[6]	
    1130    3.338184   0.5195268  0.05798119  0.004120606  0.0002256117  1.167991e-005  
    1131    3.335765   0.5193807  0.05799877  0.004125007  0.0002260488  1.171288e-005  
    1132    3.333351    0.519235  0.05801638  0.004129415  0.0002264868  1.174594e-005  
    1133    3.330942   0.5190896  0.05803404  0.00413383  0.0002269257  1.17791e-005  
    1134    3.328536   0.5189447  0.05805174  0.004138252  0.0002273656  1.181236e-005  
    1135    3.326135   0.5188003  0.05806948  0.004142681  0.0002278063  1.184571e-005  
    1136    3.323738   0.5186562  0.05808727  0.004147116  0.000228248  1.187915e-005  
    1137    3.321345   0.5185125  0.05810509  0.004151558  0.0002286906  1.19127e-005  
    1138    3.318956   0.5183692  0.05812296  0.004156007  0.0002291342  1.194633e-005  
    1139    3.316572   0.5182264  0.05814087  0.004160463  0.0002295787  1.198007e-005  
    1140    3.314192   0.5180839  0.05815882  0.004164926  0.000230024  1.20139e-005  
    1141    3.311816   0.5179419  0.05817681  0.004169395  0.0002304704  1.204782e-005  
    1142    3.309444   0.5178002  0.05819485  0.004173872  0.0002309176  1.208185e-005  
    1143    3.307076    0.517659  0.05821292  0.004178355  0.0002313658  1.211597e-005  
    1144    3.304713   0.5175181  0.05823104  0.004182845  0.000231815  1.215019e-005  
    1145    3.302354   0.5173777   0.0582492  0.004187342  0.000232265  1.218451e-005  
    1146    3.299998   0.5172376   0.0582674  0.004191846  0.000232716  1.221893e-005  
    1147    3.297647    0.517098  0.05828564  0.004196356  0.000233168  1.225344e-005  
    1148      3.2953   0.5169587  0.05830392  0.004200874  0.0002336209  1.228806e-005  
    1149    3.292957   0.5168198  0.05832225  0.004205398  0.0002340747  1.232277e-005  
    1150    3.290619   0.5166814  0.05834061  0.00420993  0.0002345295  1.235758e-005  
    1151    3.288284   0.5165433  0.05835902  0.004214468  0.0002349852  1.239249e-005  
    1152    3.285953   0.5164056  0.05837746  0.004219013  0.0002354419  1.24275e-005  
    1153    3.283627   0.5162683  0.05839595  0.004223565  0.0002358995  1.246262e-005  
    1154    3.281304   0.5161314  0.05841448  0.004228124  0.0002363581  1.249783e-005  
    1155    3.278986   0.5159949  0.05843305  0.00423269  0.0002368177  1.253314e-005  
    1156    3.276671   0.5158588  0.05845167  0.004237263  0.0002372782  1.256856e-005  
    1157    3.274361    0.515723  0.05847032  0.004241842  0.0002377396  1.260407e-005  
    1158    3.272054   0.5155877  0.05848901  0.004246429  0.000238202  1.263969e-005  
    1159    3.269752   0.5154527  0.05850775  0.004251023  0.0002386654  1.267541e-005  
    1160    3.267454   0.5153181  0.05852652  0.004255623  0.0002391298  1.271123e-005  
    1161    3.265159   0.5151839  0.05854534  0.004260231  0.0002395951  1.274715e-005  
    1162    3.262869   0.5150501  0.05856419  0.004264845  0.0002400614  1.278318e-005  
    1163    3.260582   0.5149167  0.05858309  0.004269467  0.0002405286  1.28193e-005  
    1164    3.258299   0.5147836  0.05860203  0.004274095  0.0002409968  1.285554e-005  
    1165    3.256021   0.5146509  0.05862101  0.004278731  0.000241466  1.289187e-005  
    1166    3.253746   0.5145187  0.05864003  0.004283373  0.0002419362  1.292831e-005  
    1167    3.251475   0.5143867  0.05865909  0.004288023  0.0002424074  1.296485e-005  
    1168    3.249208   0.5142552  0.05867819  0.004292679  0.0002428795  1.30015e-005  
    1169    3.246945    0.514124  0.05869733  0.004297342  0.0002433526  1.303825e-005  
    1170    3.244686   0.5139932  0.05871651  0.004302013  0.0002438267  1.307511e-005  
    1171    3.242431   0.5138628  0.05873573  0.00430669  0.0002443018  1.311207e-005  
    1172    3.240179   0.5137328  0.05875499  0.004311375  0.0002447778  1.314914e-005  
    1173    3.237932   0.5136031  0.05877429  0.004316066  0.0002452549  1.318631e-005  
    1174    3.235688   0.5134738  0.05879363  0.004320765  0.0002457329  1.322359e-005  
    1175    3.233448   0.5133449  0.05881301  0.00432547  0.0002462119  1.326098e-005  
    1176    3.231212   0.5132163  0.05883244  0.004330183  0.000246692  1.329847e-005  
    1177     3.22898   0.5130881   0.0588519  0.004334903  0.000247173  1.333607e-005  
    1178    3.226751   0.5129603   0.0588714  0.00433963  0.000247655  1.337378e-005  
    1179    3.224527   0.5128329  0.05889094  0.004344363  0.000248138  1.341159e-005  
    1180    3.222306   0.5127058  0.05891053  0.004349104  0.000248622  1.344951e-005  
    1181    3.220089    0.512579  0.05893015  0.004353852  0.000249107  1.348754e-005  
    1182    3.217875   0.5124527  0.05894981  0.004358607  0.0002495931  1.352568e-005  
    1183    3.215666   0.5123267  0.05896951  0.004363369  0.0002500801  1.356393e-005  
    1184     3.21346   0.5122011  0.05898925  0.004368139  0.0002505681  1.360229e-005  
    1185    3.211258   0.5120758  0.05900904  0.004372915  0.0002510572  1.364075e-005  
    1186     3.20906   0.5119509  0.05902886  0.004377699  0.0002515472  1.367933e-005  
    1187    3.206865   0.5118263  0.05904872  0.004382489  0.0002520383  1.371801e-005  
    1188    3.204674   0.5117021  0.05906862  0.004387287  0.0002525304  1.37568e-005  
    1189    3.202487   0.5115783  0.05908856  0.004392092  0.0002530235  1.379571e-005  
    1190    3.200303   0.5114548  0.05910854  0.004396904  0.0002535176  1.383472e-005  
    1191    3.198123   0.5113317  0.05912856  0.004401723  0.0002540128  1.387385e-005  
    1192    3.195947   0.5112089  0.05914862  0.004406549  0.0002545089  1.391309e-005  
    1193    3.193775   0.5110865  0.05916872  0.004411383  0.0002550061  1.395244e-005  
    1194    3.191606   0.5109645  0.05918885  0.004416223  0.0002555044  1.39919e-005  
    1195    3.189441   0.5108427  0.05920903  0.004421071  0.0002560036  1.403147e-005  
    1196    3.187279   0.5107214  0.05922925  0.004425926  0.0002565039  1.407116e-005  
    1197    3.185121   0.5106004   0.0592495  0.004430788  0.0002570052  1.411096e-005  
    1198    3.182967   0.5104797   0.0592698  0.004435657  0.0002575075  1.415087e-005  
    1199    3.180816   0.5103594  0.05929013  0.004440534  0.0002580109  1.41909e-005  
    1200    3.178669   0.5102395  0.05931051  0.004445418  0.0002585154  1.423104e-005  
    1201    3.176525   0.5101199  0.05933092  0.004450309  0.0002590208  1.427129e-005  
    1202    3.174385   0.5100006  0.05935137  0.004455207  0.0002595273  1.431166e-005  
    1203    3.172249   0.5098817  0.05937187  0.004460112  0.0002600349  1.435214e-005  
    1204    3.170116   0.5097631   0.0593924  0.004465025  0.0002605435  1.439274e-005  
    1205    3.167987   0.5096449  0.05941297  0.004469944  0.0002610531  1.443345e-005  
    1206    3.165861    0.509527  0.05943357  0.004474871  0.0002615638  1.447428e-005  
    1207    3.163739   0.5094095  0.05945422  0.004479806  0.0002620756  1.451522e-005  
    1208     3.16162   0.5092923  0.05947491  0.004484747  0.0002625884  1.455628e-005  
    1209    3.159505   0.5091754  0.05949563  0.004489696  0.0002631022  1.459746e-005  
    1210    3.157394   0.5090589   0.0595164  0.004494652  0.0002636171  1.463876e-005  
    1211    3.155285   0.5089428   0.0595372  0.004499616  0.0002641331  1.468017e-005  
    1212    3.153181   0.5088269  0.05955804  0.004504586  0.0002646502  1.472169e-005  
    1213     3.15108   0.5087114  0.05957892  0.004509564  0.0002651683  1.476334e-005  
    1214    3.148982   0.5085963  0.05959984  0.004514549  0.0002656874  1.480511e-005  
    1215    3.146888   0.5084814   0.0596208  0.004519542  0.0002662077  1.484699e-005  
    1216    3.144797    0.508367   0.0596418  0.004524542  0.000266729  1.488899e-005  
    1217     3.14271   0.5082528  0.05966283  0.004529549  0.0002672513  1.493111e-005  
    1218    3.140626    0.508139  0.05968391  0.004534563  0.0002677748  1.497335e-005  
    1219    3.138545   0.5080255  0.05970502  0.004539585  0.0002682993  1.501571e-005  
    1220    3.136468   0.5079123  0.05972617  0.004544614  0.0002688249  1.505819e-005  
    1221    3.134395   0.5077995  0.05974736  0.004549651  0.0002693516  1.510079e-005  
    1222    3.132324    0.507687  0.05976859  0.004554694  0.0002698794  1.514351e-005  
    1223    3.130258   0.5075749  0.05978985  0.004559746  0.0002704082  1.518635e-005  
    1224    3.128194    0.507463  0.05981116  0.004564804  0.0002709381  1.522932e-005  
    1225    3.126134   0.5073515   0.0598325  0.00456987  0.0002714691  1.52724e-005  
    1226    3.124078   0.5072404  0.05985388  0.004574943  0.0002720013  1.531561e-005  
    1227    3.122024   0.5071295   0.0598753  0.004580024  0.0002725345  1.535894e-005  
    1228    3.119974    0.507019  0.05989676  0.004585112  0.0002730688  1.540239e-005  
    1229    3.117928   0.5069088  0.05991826  0.004590207  0.0002736041  1.544596e-005  
    1230    3.115885   0.5067989  0.05993979  0.00459531  0.0002741406  1.548966e-005  
    1231    3.113845   0.5066894  0.05996136  0.00460042  0.0002746782  1.553348e-005  
    1232    3.111808   0.5065801  0.05998298  0.004605538  0.0002752169  1.557743e-005  
    1233    3.109775   0.5064712  0.06000462  0.004610663  0.0002757567  1.56215e-005  
    1234    3.107745   0.5063627  0.06002631  0.004615795  0.0002762976  1.566569e-005  
    1235    3.105718   0.5062544  0.06004804  0.004620935  0.0002768396  1.571001e-005  
    1236    3.103695   0.5061465   0.0600698  0.004626083  0.0002773827  1.575445e-005  
    1237    3.101675   0.5060388   0.0600916  0.004631237  0.0002779269  1.579902e-005  
    1238    3.099658   0.5059315  0.06011344   0.0046364  0.0002784723  1.584372e-005  
    1239    3.097644   0.5058246  0.06013532  0.004641569  0.0002790187  1.588854e-005  
    1240    3.095634   0.5057179  0.06015723  0.004646746  0.0002795663  1.593349e-005  
    1241    3.093627   0.5056115  0.06017918  0.004651931  0.000280115  1.597857e-005  
    1242    3.091623   0.5055055  0.06020118  0.004657123  0.0002806648  1.602377e-005  
    1243    3.089623   0.5053998   0.0602232  0.004662323  0.0002812158  1.60691e-005  
    1244    3.087625   0.5052944  0.06024527  0.00466753  0.0002817678  1.611456e-005  
    1245    3.085631   0.5051893  0.06026737  0.004672745  0.000282321  1.616015e-005  
    1246     3.08364   0.5050845  0.06028952  0.004677967  0.0002828753  1.620586e-005  
    1247    3.081653   0.5049801   0.0603117  0.004683196  0.0002834308  1.625171e-005  
    1248    3.079668   0.5048759  0.06033391  0.004688433  0.0002839874  1.629768e-005  
    1249    3.077687   0.5047721  0.06035617  0.004693678  0.0002845451  1.634378e-005  
    1250    3.075709   0.5046685  0.06037846  0.00469893  0.000285104  1.639002e-005  
    1251    3.073734   0.5045653  0.06040079  0.00470419  0.000285664  1.643638e-005  
    1252    3.071762   0.5044624  0.06042316  0.004709457  0.0002862251  1.648288e-005  
    1253    3.069794   0.5043598  0.06044556  0.004714732  0.0002867874  1.65295e-005  
    1254    3.067828   0.5042575    0.060468  0.004720015  0.0002873509  1.657626e-005  
    1255    3.065866   0.5041555  0.06049048  0.004725305  0.0002879155  1.662315e-005  
    1256    3.063907   0.5040538    0.060513  0.004730602  0.0002884812  1.667017e-005  
    1257    3.061951   0.5039524  0.06053556  0.004735908  0.0002890481  1.671733e-005  
    1258    3.059998   0.5038513  0.06055815  0.00474122  0.0002896162  1.676461e-005  
    1259    3.058048   0.5037506  0.06058078  0.004746541  0.0002901854  1.681203e-005  
    1260    3.056101   0.5036501  0.06060344  0.004751869  0.0002907557  1.685959e-005  
    1261    3.054158   0.5035499  0.06062615  0.004757204  0.0002913273  1.690727e-005  
    1262    3.052217   0.5034501  0.06064889  0.004762548   0.0002919  1.69551e-005  
    1263     3.05028   0.5033505  0.06067167  0.004767898  0.0002924738  1.700305e-005  
    1264    3.048345   0.5032512  0.06069448  0.004773257  0.0002930488  1.705114e-005  
    1265    3.046414   0.5031523  0.06071734  0.004778623  0.000293625  1.709937e-005  
    1266    3.044486   0.5030536  0.06074023  0.004783997  0.0002942024  1.714773e-005  
    1267    3.042561   0.5029552  0.06076315  0.004789378  0.000294781  1.719623e-005  
    1268    3.040639   0.5028571  0.06078612  0.004794767  0.0002953607  1.724487e-005  
    1269    3.038719   0.5027594  0.06080912  0.004800164  0.0002959416  1.729364e-005  
    1270    3.036803   0.5026619  0.06083216  0.004805569  0.0002965237  1.734255e-005  
    1271     3.03489   0.5025647  0.06085523  0.004810981  0.0002971069  1.739159e-005  
    1272     3.03298   0.5024678  0.06087834  0.004816401  0.0002976914  1.744078e-005  
    1273    3.031073   0.5023712  0.06090149  0.004821828  0.000298277  1.74901e-005  
    1274    3.029169   0.5022749  0.06092468  0.004827263  0.0002988638  1.753956e-005  
    1275    3.027269   0.5021789   0.0609479  0.004832706  0.0002994519  1.758916e-005  
    1276    3.025371   0.5020832  0.06097116  0.004838157  0.0003000411  1.76389e-005  
    1277    3.023476   0.5019878  0.06099446  0.004843615  0.0003006315  1.768878e-005  
    1278    3.021583   0.5018926  0.06101779  0.004849082  0.0003012231  1.77388e-005  
    1279    3.019694   0.5017978  0.06104116  0.004854555  0.0003018159  1.778896e-005  
    1280    3.017808   0.5017032  0.06106457  0.004860037  0.0003024099  1.783926e-005  
    1281    3.015925    0.501609  0.06108802  0.004865526  0.0003030051  1.78897e-005  
    1282    3.014045    0.501515   0.0611115  0.004871024  0.0003036015  1.794028e-005  
    1283    3.012168   0.5014213  0.06113501  0.004876529  0.0003041992  1.799101e-005  
    1284    3.010293   0.5013279  0.06115857  0.004882041  0.000304798  1.804188e-005  
    1285    3.008422   0.5012348  0.06118216  0.004887562  0.0003053981  1.809289e-005  
    1286    3.006554    0.501142  0.06120579  0.00489309  0.0003059994  1.814404e-005  
    1287    3.004688   0.5010494  0.06122945  0.004898626  0.0003066019  1.819534e-005  
    1288    3.002825   0.5009572  0.06125315  0.00490417  0.0003072056  1.824678e-005  
    1289    3.000966   0.5008652  0.06127689  0.004909722  0.0003078105  1.829836e-005  
    1290    2.999109   0.5007735  0.06130066  0.004915281  0.0003084167  1.835009e-005  
    1291    2.997255   0.5006821  0.06132447  0.004920849  0.0003090241  1.840197e-005  
    1292    2.995404    0.500591  0.06134832  0.004926424  0.0003096327  1.845399e-005  
    1293    2.993556   0.5005001   0.0613722  0.004932007  0.0003102425  1.850615e-005  
    1294     2.99171   0.5004096  0.06139612  0.004937598  0.0003108536  1.855847e-005  
    1295    2.989868   0.5003193  0.06142008  0.004943197  0.0003114659  1.861092e-005  
    1296    2.988028   0.5002293  0.06144407  0.004948804  0.0003120795  1.866353e-005  
    1297    2.986191   0.5001395   0.0614681  0.004954418  0.0003126943  1.871628e-005  
    1298    2.984357   0.5000501  0.06149216  0.004960041  0.0003133103  1.876918e-005  
    1299    2.982526   0.4999609  0.06151627  0.004965671  0.0003139276  1.882223e-005  
    1300    2.980698    0.499872   0.0615404  0.004971309  0.0003145462  1.887543e-005  
    1301    2.978873   0.4997834  0.06156458  0.004976955  0.0003151659  1.892877e-005  
    1302     2.97705   0.4996951  0.06158879  0.004982609  0.000315787  1.898227e-005  
    1303     2.97523    0.499607  0.06161303  0.004988271  0.0003164093  1.903591e-005  
    1304    2.973413   0.4995192  0.06163732  0.004993941  0.0003170328  1.908971e-005  
    1305    2.971599   0.4994317  0.06166163  0.004999619  0.0003176576  1.914365e-005  
    1306    2.969787   0.4993445  0.06168599  0.005005305  0.0003182837  1.919775e-005  
    1307    2.967979   0.4992575  0.06171038  0.005010998  0.000318911  1.9252e-005  
    1308    2.966173   0.4991708  0.06173481   0.0050167  0.0003195396  1.93064e-005  
    1309     2.96437   0.4990844  0.06175927  0.00502241  0.0003201695  1.936095e-005  
    1310    2.962569   0.4989982  0.06178377  0.005028127  0.0003208006  1.941565e-005  
    1311    2.960772   0.4989123  0.06180831  0.005033853  0.000321433  1.947051e-005  
    1312    2.958977   0.4988267  0.06183288  0.005039587  0.0003220667  1.952552e-005  
    1313    2.957185   0.4987414  0.06185748  0.005045328  0.0003227017  1.958068e-005  
    1314    2.955395   0.4986563  0.06188213  0.005051078  0.0003233379  1.9636e-005  
    1315    2.953609   0.4985715  0.06190681  0.005056835  0.0003239754  1.969147e-005  
    1316    2.951825   0.4984869  0.06193152  0.005062601  0.0003246142  1.97471e-005  
    1317    2.950044   0.4984027  0.06195627  0.005068375  0.0003252543  1.980288e-005  
    1318    2.948265   0.4983186  0.06198106  0.005074157  0.0003258957  1.985882e-005  
    1319    2.946489   0.4982349  0.06200588  0.005079946  0.0003265384  1.991491e-005  
    1320    2.944716   0.4981514  0.06203074  0.005085744  0.0003271823  1.997116e-005  
    1321    2.942946   0.4980682  0.06205564  0.00509155  0.0003278276  2.002757e-005  
    1322    2.941178   0.4979853  0.06208057  0.005097364  0.0003284742  2.008414e-005  
    1323    2.939413   0.4979026  0.06210553  0.005103186  0.000329122  2.014086e-005  
    1324    2.937651   0.4978202  0.06213053  0.005109016  0.0003297712  2.019774e-005  
    1325    2.935891    0.497738  0.06215557  0.005114854  0.0003304216  2.025478e-005  
    1326    2.934134   0.4976561  0.06218064   0.0051207  0.0003310734  2.031198e-005  
    1327     2.93238   0.4975745  0.06220575  0.005126555  0.0003317265  2.036934e-005  
    1328    2.930628   0.4974931   0.0622309  0.005132417  0.0003323809  2.042685e-005  
    1329    2.928879    0.497412  0.06225608  0.005138288  0.0003330366  2.048453e-005  
    1330    2.927133   0.4973311  0.06228129  0.005144167  0.0003336937  2.054237e-005  
    1331    2.925389   0.4972505  0.06230654  0.005150054  0.000334352  2.060037e-005  
    1332    2.923648   0.4971702  0.06233183  0.005155949  0.0003350117  2.065853e-005  
    1333    2.921909   0.4970901  0.06235715  0.005161852  0.0003356727  2.071686e-005  
    1334    2.920173   0.4970103  0.06238251  0.005167763  0.000336335  2.077534e-005  
    1335     2.91844   0.4969307  0.06240791  0.005173683  0.0003369987  2.083399e-005  
    1336    2.916709   0.4968514  0.06243334  0.00517961  0.0003376636  2.08928e-005  
    1337    2.914981   0.4967724   0.0624588  0.005185546  0.00033833  2.095178e-005  
    1338    2.913256   0.4966936   0.0624843  0.00519149  0.0003389976  2.101092e-005  
    1339    2.911533    0.496615  0.06250984  0.005197442  0.0003396666  2.107022e-005  
    1340    2.909813   0.4965367  0.06253541  0.005203403  0.0003403369  2.112969e-005  
    1341    2.908095   0.4964587  0.06256101  0.005209372  0.0003410086  2.118932e-005  
    1342     2.90638   0.4963809  0.06258665  0.005215348  0.0003416816  2.124912e-005  
    1343    2.904667   0.4963034  0.06261233  0.005221334  0.000342356  2.130909e-005  
    1344    2.902957   0.4962261  0.06263804  0.005227327  0.0003430317  2.136922e-005  
    1345    2.901249   0.4961491  0.06266379  0.005233329  0.0003437088  2.142952e-005  
    1346    2.899544   0.4960723  0.06268958  0.005239339  0.0003443873  2.148999e-005  
    1347    2.897842   0.4959958  0.06271539  0.005245357  0.000345067  2.155063e-005  
    1348    2.896142   0.4959195  0.06274125  0.005251383  0.0003457482  2.161143e-005  
    1349    2.894445   0.4958435  0.06276714  0.005257418  0.0003464307  2.167241e-005  
    1350     2.89275   0.4957677  0.06279306  0.005263461  0.0003471146  2.173355e-005  
    1351    2.891058   0.4956922  0.06281902  0.005269512  0.0003477998  2.179486e-005  
    1352    2.889368   0.4956169  0.06284501  0.005275572  0.0003484865  2.185634e-005  
    1353     2.88768   0.4955418  0.06287104  0.005281639  0.0003491745  2.1918e-005  
    1354    2.885996   0.4954671  0.06289711  0.005287716  0.0003498638  2.197982e-005  
    1355    2.884313   0.4953925  0.06292321   0.0052938  0.0003505546  2.204182e-005  
    1356    2.882634   0.4953182  0.06294934  0.005299893  0.0003512467  2.210398e-005  
    1357    2.880956   0.4952442  0.06297551  0.005305994  0.0003519402  2.216632e-005  
    1358    2.879281   0.4951704  0.06300172  0.005312104  0.0003526351  2.222884e-005  
    1359    2.877609   0.4950968  0.06302796  0.005318222  0.0003533314  2.229152e-005  
    1360    2.875939   0.4950235  0.06305424  0.005324348  0.0003540291  2.235438e-005  
    1361    2.874272   0.4949504  0.06308055  0.005330483  0.0003547281  2.241742e-005  
    1362    2.872607   0.4948776  0.06310689  0.005336626  0.0003554286  2.248063e-005  
    1363    2.870944    0.494805  0.06313327  0.005342777  0.0003561304  2.254401e-005  
    1364    2.869284   0.4947326  0.06315969  0.005348937  0.0003568337  2.260757e-005  
    1365    2.867626   0.4946605  0.06318614  0.005355105  0.0003575384  2.267131e-005  
    1366    2.865971   0.4945887  0.06321262  0.005361282  0.0003582444  2.273522e-005  
    1367    2.864318    0.494517  0.06323914  0.005367467  0.0003589519  2.279931e-005  
    1368    2.862668   0.4944457   0.0632657  0.005373661  0.0003596608  2.286358e-005  
    1369     2.86102   0.4943745  0.06329229  0.005379863  0.0003603711  2.292802e-005  
    1370    2.859374   0.4943036  0.06331891  0.005386073  0.0003610828  2.299265e-005  
    1371    2.857731   0.4942329  0.06334557  0.005392292  0.000361796  2.305745e-005  
    1372     2.85609   0.4941625  0.06337227  0.005398519  0.0003625105  2.312243e-005  
    1373    2.854452   0.4940923    0.063399  0.005404755  0.0003632265  2.318759e-005  
    1374    2.852816   0.4940223  0.06342576  0.005410999  0.0003639439  2.325294e-005  
    1375    2.851183   0.4939526  0.06345256  0.005417252  0.0003646627  2.331846e-005  
    1376    2.849551   0.4938831  0.06347939  0.005423513  0.000365383  2.338416e-005  
    1377    2.847923   0.4938139  0.06350626  0.005429783  0.0003661047  2.345005e-005  
    1378    2.846296   0.4937449  0.06353317  0.005436062  0.0003668278  2.351611e-005  
    1379    2.844672   0.4936761   0.0635601  0.005442348  0.0003675524  2.358236e-005  
    1380    2.843051   0.4936075  0.06358708  0.005448644  0.0003682784  2.36488e-005  
    1381    2.841431   0.4935392  0.06361408  0.005454948  0.0003690059  2.371542e-005  
    1382    2.839814   0.4934711  0.06364113  0.00546126  0.0003697348  2.378222e-005  
    1383      2.8382   0.4934033   0.0636682  0.005467581  0.0003704651  2.38492e-005  
    1384    2.836587   0.4933356  0.06369531  0.005473911  0.0003711969  2.391637e-005  
    1385    2.834977   0.4932683  0.06372246  0.005480249  0.0003719302  2.398373e-005  
    1386     2.83337   0.4932011  0.06374964  0.005486595  0.0003726649  2.405127e-005  
    1387    2.831764   0.4931342  0.06377686  0.005492951  0.0003734011  2.4119e-005  
    1388    2.830161   0.4930675  0.06380411  0.005499315  0.0003741387  2.418691e-005  
    1389    2.828561    0.493001  0.06383139  0.005505687  0.0003748778  2.425502e-005  
    1390    2.826962   0.4929348  0.06385871  0.005512068  0.0003756184  2.432331e-005  
    1391    2.825366   0.4928688  0.06388606  0.005518458  0.0003763604  2.439178e-005  
    1392    2.823773    0.492803  0.06391345  0.005524856  0.0003771039  2.446045e-005  
    1393    2.822181   0.4927374  0.06394087  0.005531263  0.0003778489  2.452931e-005  
    1394    2.820592   0.4926721  0.06396833  0.005537679  0.0003785954  2.459836e-005  
    1395    2.819005    0.492607  0.06399582  0.005544104  0.0003793433  2.466759e-005  
    1396     2.81742   0.4925421  0.06402335  0.005550536  0.0003800927  2.473702e-005  
    1397    2.815838   0.4924775  0.06405091  0.005556978  0.0003808436  2.480664e-005  
    1398    2.814258    0.492413   0.0640785  0.005563429  0.000381596  2.487645e-005  
    1399     2.81268   0.4923488  0.06410613  0.005569888  0.0003823499  2.494646e-005  
    1400    2.811105   0.4922849  0.06413379  0.005576355  0.0003831053  2.501665e-005  
    1401    2.809531   0.4922211  0.06416149  0.005582832  0.0003838622  2.508704e-005  
    1402     2.80796   0.4921576  0.06418922  0.005589317  0.0003846206  2.515763e-005  
    1403    2.806392   0.4920943  0.06421699  0.005595811  0.0003853805  2.52284e-005  
    1404    2.804825   0.4920312  0.06424479  0.005602313  0.0003861419  2.529938e-005  
    1405    2.803261   0.4919684  0.06427262  0.005608825  0.0003869047  2.537055e-005  
    1406    2.801699   0.4919057  0.06430049  0.005615345  0.0003876692  2.544191e-005  
    1407    2.800139   0.4918433   0.0643284  0.005621874  0.0003884351  2.551347e-005  
    1408    2.798581   0.4917811  0.06435634  0.005628411  0.0003892025  2.558523e-005  
    1409    2.797026   0.4917191  0.06438431  0.005634958  0.0003899714  2.565718e-005  
    1410    2.795473   0.4916574  0.06441231  0.005641513  0.0003907419  2.572933e-005  
    1411    2.793922   0.4915958  0.06444036  0.005648077  0.0003915139  2.580168e-005  
    1412    2.792373   0.4915345  0.06446843  0.00565465  0.0003922874  2.587423e-005  
    1413    2.790827   0.4914734  0.06449654  0.005661231  0.0003930625  2.594698e-005  
    1414    2.789282   0.4914125  0.06452468  0.005667822  0.0003938391  2.601993e-005  
    1415     2.78774   0.4913519  0.06455286  0.005674421  0.0003946172  2.609308e-005  
    1416      2.7862   0.4912914  0.06458107  0.005681029  0.0003953968  2.616643e-005  
    1417    2.784662   0.4912312  0.06460932  0.005687646  0.000396178  2.623998e-005  
    1418    2.783126   0.4911712   0.0646376  0.005694272  0.0003969607  2.631374e-005  
    1419    2.781593   0.4911114  0.06466591  0.005700907  0.000397745  2.638769e-005  
    1420    2.780062   0.4910518  0.06469426  0.00570755  0.0003985308  2.646185e-005  
    1421    2.778533   0.4909925  0.06472264  0.005714202  0.0003993182  2.653622e-005  
    1422    2.777006   0.4909333  0.06475106  0.005720864  0.0004001071  2.661078e-005  
    1423    2.775481   0.4908744  0.06477951  0.005727534  0.0004008976  2.668556e-005  
    1424    2.773958   0.4908157  0.06480799  0.005734213  0.0004016897  2.676053e-005  
    1425    2.772438   0.4907571  0.06483651  0.005740901  0.0004024833  2.683571e-005  
    1426    2.770919   0.4906988  0.06486506  0.005747598  0.0004032784  2.69111e-005  
    1427    2.769403   0.4906408  0.06489365  0.005754304  0.0004040752  2.69867e-005  
    1428    2.767889   0.4905829  0.06492227  0.005761019  0.0004048735  2.70625e-005  
    1429    2.766377   0.4905252  0.06495092  0.005767742  0.0004056734  2.713851e-005  
    1430    2.764867   0.4904678  0.06497961  0.005774475  0.0004064748  2.721473e-005  
    1431    2.763359   0.4904106  0.06500833  0.005781217  0.0004072779  2.729116e-005  
    1432    2.761853   0.4903535  0.06503709  0.005787967  0.0004080825  2.736779e-005  
    1433     2.76035   0.4902967  0.06506588  0.005794727  0.0004088887  2.744464e-005  
    1434    2.758848   0.4902401   0.0650947  0.005801496  0.0004096965  2.75217e-005  
    1435    2.757349   0.4901837  0.06512356  0.005808273  0.0004105058  2.759897e-005  
    1436    2.755852   0.4901275  0.06515245  0.00581506  0.0004113168  2.767645e-005  
    1437    2.754357   0.4900715  0.06518138  0.005821855  0.0004121294  2.775414e-005  
    1438    2.752864   0.4900158  0.06521034  0.00582866  0.0004129435  2.783204e-005  
    1439    2.751373   0.4899602  0.06523933  0.005835474  0.0004137593  2.791016e-005  
    1440    2.749884   0.4899048  0.06526836  0.005842297  0.0004145766  2.798849e-005  
    1441    2.748397   0.4898497  0.06529742  0.005849128  0.0004153956  2.806704e-005  
    1442    2.746912   0.4897948  0.06532652  0.005855969  0.0004162162  2.81458e-005  
    1443    2.745429     0.48974  0.06535565  0.005862819  0.0004170384  2.822478e-005  
    1444    2.743949   0.4896855  0.06538481  0.005869678  0.0004178622  2.830397e-005  
    1445     2.74247   0.4896312    0.065414  0.005876546  0.0004186876  2.838338e-005  
    1446    2.740993    0.489577  0.06544323  0.005883424  0.0004195147  2.8463e-005  
    1447    2.739519   0.4895231   0.0654725  0.00589031  0.0004203433  2.854285e-005  
    1448    2.738046   0.4894694   0.0655018  0.005897205  0.0004211736  2.862291e-005  
    1449    2.736576   0.4894159  0.06553113  0.00590411  0.0004220056  2.870319e-005  
    1450    2.735108   0.4893626  0.06556049  0.005911024  0.0004228391  2.878369e-005  
    1451    2.733641   0.4893095  0.06558989  0.005917946  0.0004236743  2.886441e-005  
    1452    2.732177   0.4892566  0.06561932  0.005924878  0.0004245111  2.894534e-005  
    1453    2.730715   0.4892039  0.06564879  0.00593182  0.0004253496  2.902651e-005  
    1454    2.729254   0.4891514  0.06567829  0.00593877  0.0004261897  2.910789e-005  
