KVALUES
Results of phase equilibrium constant Ki at temperature = 620

P(psia)  K[1]	K[2]	K[3]	K[4]	K[5]	K[6]	
    1455    2.727796   0.4890991  0.06570782  0.005945729  0.0004270315  2.918949e-005  
    1456     2.72634    0.489047  0.06573739  0.005952698  0.0004278749  2.927132e-005  
    1457    2.724885   0.4889951  0.06576699  0.005959676  0.00042872  2.935337e-005  
    1458    2.723433   0.4889434  0.06579662  0.005966663  0.0004295667  2.943564e-005  
    1459    2.721983   0.4888919  0.06582629  0.00597366  0.0004304151  2.951814e-005  
    1460    2.720535   0.4888406  0.06585599  0.005980665  0.0004312651  2.960086e-005  
    1461    2.719088   0.4887895  0.06588573  0.00598768  0.0004321168  2.968381e-005  
    1462    2.717644   0.4887386   0.0659155  0.005994704  0.0004329702  2.976699e-005  
    1463    2.716202   0.4886879   0.0659453  0.006001737  0.0004338252  2.985039e-005  
    1464    2.714761   0.4886374  0.06597514  0.00600878  0.0004346819  2.993402e-005  
    1465    2.713323   0.4885871  0.06600501  0.006015831  0.0004355403  3.001787e-005  
    1466    2.711887    0.488537  0.06603491  0.006022893  0.0004364004  3.010196e-005  
    1467    2.710452   0.4884871  0.06606484  0.006029963  0.0004372621  3.018627e-005  
    1468     2.70902   0.4884374  0.06609481  0.006037043  0.0004381256  3.027082e-005  
    1469    2.707589   0.4883878  0.06612482  0.006044132  0.0004389907  3.035559e-005  
    1470     2.70616   0.4883385  0.06615486  0.00605123  0.0004398575  3.044059e-005  
    1471    2.704734   0.4882894  0.06618493  0.006058337  0.000440726  3.052583e-005  
    1472    2.703309   0.4882405  0.06621503  0.006065454  0.0004415962  3.06113e-005  
    1473    2.701886   0.4881917  0.06624517  0.006072581  0.0004424681  3.0697e-005  
    1474    2.700466   0.4881432  0.06627534  0.006079716  0.0004433417  3.078293e-005  
    1475    2.699047   0.4880948  0.06630554  0.006086861  0.000444217  3.08691e-005  
    1476     2.69763   0.4880467  0.06633578  0.006094016  0.0004450941  3.09555e-005  
    1477    2.696215   0.4879987  0.06636605  0.00610118  0.0004459728  3.104214e-005  
    1478    2.694802   0.4879509  0.06639636  0.006108353  0.0004468532  3.112901e-005  
    1479     2.69339   0.4879033  0.06642669  0.006115535  0.0004477354  3.121612e-005  
    1480    2.691981   0.4878559  0.06645707  0.006122727  0.0004486193  3.130346e-005  
    1481    2.690574   0.4878087  0.06648747  0.006129929  0.0004495049  3.139104e-005  
    1482    2.689168   0.4877617  0.06651791  0.006137139  0.0004503922  3.147886e-005  
    1483    2.687765   0.4877149  0.06654838  0.00614436  0.0004512813  3.156692e-005  
    1484    2.686363   0.4876683  0.06657888  0.006151589  0.0004521721  3.165522e-005  
    1485    2.684963   0.4876219  0.06660942  0.006158828  0.0004530646  3.174376e-005  
    1486    2.683565   0.4875756  0.06663999  0.006166077  0.0004539589  3.183253e-005  
    1487    2.682169   0.4875296   0.0666706  0.006173335  0.0004548549  3.192155e-005  
    1488    2.680775   0.4874837  0.06670124  0.006180603  0.0004557527  3.201081e-005  
    1489    2.679383    0.487438  0.06673191  0.00618788  0.0004566522  3.210031e-005  
    1490    2.677993   0.4873925  0.06676261  0.006195166  0.0004575534  3.219006e-005  
    1491    2.676604   0.4873472  0.06679335  0.006202462  0.0004584565  3.228005e-005  
    1492    2.675217   0.4873021  0.06682412  0.006209768  0.0004593612  3.237028e-005  
    1493    2.673833   0.4872572  0.06685493  0.006217083  0.0004602678  3.246076e-005  
    1494     2.67245   0.4872124  0.06688577  0.006224407  0.000461176  3.255148e-005  
    1495    2.671069   0.4871679  0.06691664  0.006231742  0.0004620861  3.264245e-005  
    1496    2.669689   0.4871235  0.06694754  0.006239085  0.0004629979  3.273366e-005  
    1497    2.668312   0.4870793  0.06697848  0.006246439  0.0004639115  3.282512e-005  
    1498    2.666936   0.4870353  0.06700945  0.006253802  0.0004648269  3.291683e-005  
    1499    2.665563   0.4869915  0.06704045  0.006261174  0.0004657441  3.300879e-005  
    1500    2.664191   0.4869479  0.06707149  0.006268556  0.000466663  3.3101e-005  
    1501    2.662821   0.4869044  0.06710256  0.006275948  0.0004675837  3.319345e-005  
    1502    2.661453   0.4868612  0.06713366  0.006283349  0.0004685062  3.328616e-005  
    1503    2.660086   0.4868181   0.0671648  0.00629076  0.0004694305  3.337912e-005  
    1504    2.658722   0.4867752  0.06719597  0.00629818  0.0004703566  3.347233e-005  
    1505    2.657359   0.4867325  0.06722717  0.006305611  0.0004712845  3.356579e-005  
    1506    2.655998     0.48669  0.06725841  0.00631305  0.0004722142  3.36595e-005  
    1507    2.654639   0.4866476  0.06728968   0.0063205  0.0004731457  3.375347e-005  
    1508    2.653282   0.4866055  0.06732098  0.006327959  0.000474079  3.384769e-005  
    1509    2.651926   0.4865635  0.06735232  0.006335428  0.0004750142  3.394217e-005  
    1510    2.650573   0.4865217  0.06738369  0.006342906  0.0004759511  3.40369e-005  
    1511    2.649221   0.4864801  0.06741509  0.006350395  0.0004768898  3.413189e-005  
    1512    2.647871   0.4864386  0.06744652  0.006357892  0.0004778304  3.422713e-005  
    1513    2.646522   0.4863974  0.06747799   0.0063654  0.0004787728  3.432263e-005  
    1514    2.645176   0.4863563  0.06750949  0.006372917  0.000479717  3.441839e-005  
    1515    2.643831   0.4863154  0.06754103  0.006380445  0.000480663  3.451441e-005  
    1516    2.642488   0.4862747  0.06757259  0.006387981  0.0004816109  3.461069e-005  
    1517    2.641147   0.4862341  0.06760419  0.006395528  0.0004825606  3.470723e-005  
    1518    2.639807   0.4861938  0.06763583  0.006403084  0.0004835122  3.480403e-005  
    1519     2.63847   0.4861536  0.06766749  0.006410651  0.0004844656  3.490109e-005  
    1520    2.637134   0.4861136  0.06769919  0.006418226  0.0004854208  3.499841e-005  
    1521      2.6358   0.4860737  0.06773092  0.006425812  0.0004863779  3.509599e-005  
    1522    2.634467   0.4860341  0.06776269  0.006433408  0.0004873368  3.519384e-005  
    1523    2.633137   0.4859946  0.06779449  0.006441013  0.0004882976  3.529195e-005  
    1524    2.631808   0.4859553  0.06782632  0.006448628  0.0004892603  3.539032e-005  
    1525    2.630481   0.4859162  0.06785818  0.006456253  0.0004902248  3.548896e-005  
    1526    2.629155   0.4858773  0.06789008  0.006463888  0.0004911912  3.558787e-005  
    1527    2.627832   0.4858385  0.06792201  0.006471533  0.0004921594  3.568704e-005  
    1528     2.62651   0.4857999  0.06795398  0.006479187  0.0004931295  3.578648e-005  
    1529     2.62519   0.4857615  0.06798597  0.006486852  0.0004941015  3.588619e-005  
    1530    2.623871   0.4857232    0.068018  0.006494526  0.0004950754  3.598617e-005  
    1531    2.622554   0.4856852  0.06805006  0.00650221  0.0004960511  3.608641e-005  
    1532    2.621239   0.4856473  0.06808216  0.006509904  0.0004970287  3.618693e-005  
    1533    2.619926   0.4856095  0.06811429  0.006517608  0.0004980082  3.628772e-005  
    1534    2.618615    0.485572  0.06814645  0.006525322  0.0004989897  3.638877e-005  
    1535    2.617305   0.4855346  0.06817864  0.006533046  0.000499973  3.64901e-005  
    1536    2.615997   0.4854974  0.06821087  0.00654078  0.0005009582  3.659171e-005  
    1537     2.61469   0.4854604  0.06824313  0.006548523  0.0005019452  3.669358e-005  
    1538    2.613385   0.4854235  0.06827542  0.006556277  0.0005029342  3.679573e-005  
    1539    2.612082   0.4853868  0.06830775  0.006564041  0.0005039252  3.689816e-005  
    1540    2.610781   0.4853503   0.0683401  0.006571814  0.000504918  3.700086e-005  
    1541    2.609481    0.485314   0.0683725  0.006579598  0.0005059127  3.710383e-005  
    1542    2.608184   0.4852778  0.06840492  0.006587392  0.0005069094  3.720708e-005  
    1543    2.606887   0.4852418  0.06843738  0.006595195  0.0005079079  3.731061e-005  
    1544    2.605593    0.485206  0.06846987  0.006603009  0.0005089084  3.741442e-005  
    1545      2.6043   0.4851703  0.06850239  0.006610833  0.0005099108  3.751851e-005  
    1546    2.603009   0.4851348  0.06853494  0.006618666  0.0005109152  3.762287e-005  
    1547    2.601719   0.4850995  0.06856753  0.00662651  0.0005119215  3.772752e-005  
    1548    2.600431   0.4850644  0.06860015  0.006634364  0.0005129297  3.783245e-005  
    1549    2.599145   0.4850294  0.06863281  0.006642228  0.0005139398  3.793766e-005  
    1550     2.59786   0.4849946  0.06866549  0.006650102  0.0005149519  3.804315e-005  
    1551    2.596577   0.4849599  0.06869821  0.006657986  0.000515966  3.814892e-005  
    1552    2.595296   0.4849254  0.06873097  0.00666588  0.000516982  3.825498e-005  
    1553    2.594017   0.4848911  0.06876375  0.006673784  0.0005179999  3.836133e-005  
    1554    2.592739    0.484857  0.06879657  0.006681699  0.0005190198  3.846795e-005  
    1555    2.591462    0.484823  0.06882942  0.006689623  0.0005200417  3.857487e-005  
    1556    2.590188   0.4847892   0.0688623  0.006697558  0.0005210655  3.868207e-005  
    1557    2.588915   0.4847555  0.06889522  0.006705502  0.0005220913  3.878956e-005  
    1558    2.587643   0.4847221  0.06892817  0.006713457  0.0005231191  3.889733e-005  
    1559    2.586374   0.4846888  0.06896115  0.006721422  0.0005241489  3.90054e-005  
    1560    2.585105   0.4846556  0.06899416  0.006729398  0.0005251806  3.911375e-005  
    1561    2.583839   0.4846226  0.06902721  0.006737383  0.0005262143  3.92224e-005  
    1562    2.582574   0.4845898  0.06906029  0.006745379  0.00052725  3.933133e-005  
    1563    2.581311   0.4845572   0.0690934  0.006753385  0.0005282876  3.944056e-005  
    1564    2.580049   0.4845247  0.06912655  0.006761401  0.0005293273  3.955008e-005  
    1565    2.578789   0.4844923  0.06915973  0.006769427  0.000530369  3.965989e-005  
    1566    2.577531   0.4844602  0.06919294  0.006777463  0.0005314126  3.977e-005  
    1567    2.576274   0.4844282  0.06922618  0.00678551  0.0005324583  3.98804e-005  
    1568    2.575019   0.4843964  0.06925946  0.006793567  0.0005335059  3.99911e-005  
    1569    2.573765   0.4843647  0.06929277  0.006801635  0.0005345556  4.010209e-005  
    1570    2.572513   0.4843332  0.06932611  0.006809712  0.0005356073  4.021338e-005  
    1571    2.571263   0.4843018  0.06935948   0.0068178  0.000536661  4.032497e-005  
    1572    2.570014   0.4842706  0.06939289  0.006825898  0.0005377167  4.043685e-005  
    1573    2.568767   0.4842396  0.06942633  0.006834007  0.0005387744  4.054904e-005  
    1574    2.567521   0.4842088   0.0694598  0.006842125  0.0005398342  4.066152e-005  
    1575    2.566277   0.4841781  0.06949331  0.006850254  0.000540896  4.07743e-005  
    1576    2.565035   0.4841475  0.06952684  0.006858394  0.0005419598  4.088739e-005  
    1577    2.563794   0.4841171  0.06956041  0.006866544  0.0005430257  4.100078e-005  
    1578    2.562555   0.4840869  0.06959402  0.006874704  0.0005440936  4.111447e-005  
    1579    2.561317   0.4840569  0.06962765  0.006882874  0.0005451635  4.122846e-005  
    1580    2.560081    0.484027  0.06966132  0.006891055  0.0005462355  4.134276e-005  
    1581    2.558846   0.4839972  0.06969502  0.006899247  0.0005473095  4.145736e-005  
    1582    2.557613   0.4839677  0.06972875  0.006907448  0.0005483856  4.157227e-005  
    1583    2.556382   0.4839382  0.06976252  0.00691566  0.0005494638  4.168749e-005  
    1584    2.555152    0.483909  0.06979632  0.006923883  0.000550544  4.180301e-005  
    1585    2.553924   0.4838799  0.06983015  0.006932116  0.0005516263  4.191884e-005  
    1586    2.552697   0.4838509  0.06986401  0.006940359  0.0005527106  4.203498e-005  
    1587    2.551472   0.4838221  0.06989791  0.006948613  0.000553797  4.215143e-005  
    1588    2.550248   0.4837935  0.06993184  0.006956877  0.0005548855  4.226819e-005  
    1589    2.549026    0.483765   0.0699658  0.006965152  0.0005559761  4.238526e-005  
    1590    2.547805   0.4837367  0.06999979  0.006973437  0.0005570687  4.250265e-005  
    1591    2.546586   0.4837086  0.07003382  0.006981733  0.0005581634  4.262034e-005  
    1592    2.545369   0.4836806  0.07006788  0.006990039  0.0005592602  4.273835e-005  
    1593    2.544153   0.4836527  0.07010197  0.006998356  0.0005603592  4.285667e-005  
    1594    2.542938    0.483625  0.07013609  0.007006683  0.0005614602  4.297531e-005  
    1595    2.541725   0.4835975  0.07017025  0.007015021  0.0005625633  4.309427e-005  
    1596    2.540514   0.4835701  0.07020444  0.007023369  0.0005636685  4.321354e-005  
    1597    2.539304   0.4835429  0.07023866  0.007031728  0.0005647758  4.333312e-005  
    1598    2.538095   0.4835158  0.07027292  0.007040097  0.0005658852  4.345303e-005  
    1599    2.536889   0.4834889   0.0703072  0.007048477  0.0005669967  4.357326e-005  
    1600    2.535683   0.4834621  0.07034152  0.007056868  0.0005681104  4.36938e-005  
    1601    2.534479   0.4834355  0.07037587  0.007065269  0.0005692262  4.381467e-005  
    1602    2.533277   0.4834091  0.07041026  0.007073681  0.0005703441  4.393585e-005  
    1603    2.532076   0.4833828  0.07044468  0.007082103  0.0005714641  4.405736e-005  
    1604    2.530877   0.4833566  0.07047912  0.007090536  0.0005725863  4.417919e-005  
    1605    2.529679   0.4833306  0.07051361  0.00709898  0.0005737106  4.430135e-005  
    1606    2.528483   0.4833048  0.07054812  0.007107434  0.000574837  4.442383e-005  
    1607    2.527288   0.4832791  0.07058267  0.007115899  0.0005759656  4.454663e-005  
    1608    2.526094   0.4832535  0.07061725  0.007124375  0.0005770963  4.466976e-005  
    1609    2.524902   0.4832282  0.07065186  0.007132861  0.0005782292  4.479322e-005  
    1610    2.523712   0.4832029   0.0706865  0.007141358  0.0005793642  4.491701e-005  
    1611    2.522523   0.4831778  0.07072118  0.007149865  0.0005805014  4.504112e-005  
    1612    2.521336   0.4831529  0.07075589  0.007158384  0.0005816408  4.516557e-005  
    1613     2.52015   0.4831281  0.07079063  0.007166913  0.0005827823  4.529034e-005  
    1614    2.518965   0.4831035  0.07082541  0.007175453  0.000583926  4.541545e-005  
    1615    2.517782    0.483079  0.07086021  0.007184003  0.0005850718  4.554088e-005  
    1616      2.5166   0.4830547  0.07089505  0.007192564  0.0005862198  4.566665e-005  
    1617     2.51542   0.4830305  0.07092992  0.007201137  0.0005873701  4.579275e-005  
    1618    2.514242   0.4830065  0.07096483  0.007209719  0.0005885224  4.591919e-005  
    1619    2.513064   0.4829826  0.07099976  0.007218313  0.000589677  4.604596e-005  
    1620    2.511889   0.4829589  0.07103473  0.007226917  0.0005908338  4.617307e-005  
    1621    2.510714   0.4829353  0.07106973  0.007235533  0.0005919928  4.630051e-005  
    1622    2.509541   0.4829118  0.07110477  0.007244159  0.0005931539  4.64283e-005  
    1623     2.50837   0.4828886  0.07113983  0.007252795  0.0005943173  4.655642e-005  
    1624      2.5072   0.4828654  0.07117493  0.007261443  0.0005954829  4.668488e-005  
    1625    2.506032   0.4828424  0.07121006  0.007270102  0.0005966506  4.681368e-005  
    1626    2.504865   0.4828196  0.07124523  0.007278771  0.0005978206  4.694282e-005  
    1627    2.503699   0.4827969  0.07128042  0.007287451  0.0005989928  4.70723e-005  
    1628    2.502535   0.4827743  0.07131565  0.007296142  0.0006001673  4.720212e-005  
    1629    2.501372   0.4827519  0.07135091  0.007304844  0.0006013439  4.733229e-005  
    1630    2.500211   0.4827297   0.0713862  0.007313557  0.0006025228  4.74628e-005  
    1631    2.499051   0.4827076  0.07142153  0.007322281  0.0006037039  4.759366e-005  
