Results for well: RES1_PROD.out in the reservoir: RES1_PROD.out

time	BHP	Temp	q(Gas)	q(Oil)
days	psi	F	Mscf/d	stb/d
33.7008   	400       	122       	0         	4.76615   	
33.8333   	400       	122       	0         	4.73186   	
33.9942   	400       	122       	0         	4.68343   	
34.1978   	400       	122       	0         	4.79123   	
34.3277   	400       	122       	0         	4.82026   	
34.4449   	400       	122       	0         	4.80547   	
34.5773   	400       	122       	0         	4.76935   	
34.7389   	400       	122       	0         	4.71913   	
34.9437   	400       	122       	0         	4.83935   	
35.0678   	400       	122       	0         	4.86278   	
35.184    	400       	122       	0         	4.84528   	
35.3166   	400       	122       	0         	4.80711   	
35.4791   	400       	122       	0         	4.7549    	
35.6856   	400       	122       	0         	4.88966   	
35.8038   	400       	122       	0         	4.90636   	
35.9191   	400       	122       	0         	4.88543   	
36.0524   	400       	122       	0         	4.84475   	
36.1344   	400       	122       	0         	4.81746   	
36.2741   	400       	122       	0         	4.85368   	
36.4438   	400       	122       	0         	4.94755   	
36.5559   	400       	122       	0         	4.94742   	
36.674    	400       	122       	0         	4.91776   	
36.8141   	400       	122       	0         	4.87083   	
36.989    	400       	122       	0         	4.88091   	
37.1009   	400       	122       	0         	4.98584   	
37.1931   	400       	122       	0         	5.00736   	
37.2925   	400       	122       	0         	4.99169   	
37.4098   	400       	122       	0         	4.95474   	
37.5544   	400       	122       	0         	4.90242   	
37.7377   	400       	122       	0         	4.95272   	
37.9095   	400       	122       	0         	5.02902   	
38.0265   	400       	122       	0         	5.02002   	
38.1512   	400       	122       	0         	4.98341   	
38.3003   	400       	122       	0         	4.9302    	
38.4879   	400       	122       	0         	5.03592   	
38.6204   	400       	122       	0         	5.08089   	
38.7318   	400       	122       	0         	5.06681   	
38.8553   	400       	122       	0         	5.02751   	
39.005    	400       	122       	0         	4.97187   	
39.1941   	400       	122       	0         	5.08864   	
39.3217   	400       	122       	0         	5.12863   	
39.4321   	400       	122       	0         	5.1122    	
39.5555   	400       	122       	0         	5.07091   	
39.7054   	400       	122       	0         	5.01322   	
39.8952   	400       	122       	0         	5.14383   	
40        	400       	122       	0         	5.1806    	
40.1018   	400       	122       	0         	5.16694   	
40.2184   	400       	122       	0         	5.12746   	
40.3607   	400       	122       	0         	5.07067   	
40.5408   	400       	122       	0         	5.16084   	
40.6827   	400       	122       	0         	5.22342   	
40.7925   	400       	122       	0         	5.21031   	
40.9121   	400       	122       	0         	5.16912   	
41.0561   	400       	122       	0         	5.11035   	
41.2377   	400       	122       	0         	5.22598   	
41.3665   	400       	122       	0         	5.27538   	
41.4741   	400       	122       	0         	5.25881   	
41.5933   	400       	122       	0         	5.2152    	
41.7377   	400       	122       	0         	5.15407   	
41.9201   	400       	122       	0         	5.2849    	
42.0428   	400       	122       	0         	5.3274    	
42.1491   	400       	122       	0         	5.30807   	
42.268    	400       	122       	0         	5.26221   	
