Results for well: RES1_INJ.out in the reservoir: RES1_INJ.out

time	BHP	Temp	q(Gas)	q(Oil)
days	psi	F	Mscf/d	stb/d
29.8154   	600       	122       	-2.414    	0         	
29.938    	600       	122       	-2.39832  	0         	
30        	600       	122       	-2.40081  	0         	
30.1077   	600       	122       	-2.43571  	0         	
30.1866   	600       	122       	-2.47464  	0         	
30.3282   	600       	122       	-2.50806  	0         	
30.4967   	600       	122       	-2.45469  	0         	
30.6127   	600       	122       	-2.41723  	0         	
30.7355   	600       	122       	-2.41167  	0         	
30.8811   	600       	122       	-2.45641  	0         	
31.0623   	600       	122       	-2.53006  	0         	
31.3053   	600       	122       	-2.48135  	0         	
31.4353   	600       	122       	-2.456    	0         	
31.5691   	600       	122       	-2.46363  	0         	
31.7272   	600       	122       	-2.52096  	0         	
31.9249   	600       	122       	-2.52011  	0         	
32.0739   	600       	122       	-2.48167  	0         	
32.1944   	600       	122       	-2.459    	0         	
32.3269   	600       	122       	-2.46899  	0         	
32.4867   	600       	122       	-2.52862  	0         	
32.6878   	600       	122       	-2.52898  	0         	
32.8313   	600       	122       	-2.49658  	0         	
32.951    	600       	122       	-2.47673  	0         	
33.0836   	600       	122       	-2.48708  	0         	
33.2441   	600       	122       	-2.54515  	0         	
33.4465   	600       	122       	-2.54205  	0         	
33.5825   	600       	122       	-2.51311  	0         	
33.7008   	600       	122       	-2.49473  	0         	
33.8333   	600       	122       	-2.50473  	0         	
33.9942   	600       	122       	-2.56091  	0         	
34.1978   	600       	122       	-2.55585  	0         	
34.3277   	600       	122       	-2.52988  	0         	
34.4449   	600       	122       	-2.51283  	0         	
34.5773   	600       	122       	-2.52256  	0         	
34.7389   	600       	122       	-2.57704  	0         	
34.9437   	600       	122       	-2.57024  	0         	
35.0678   	600       	122       	-2.54676  	0         	
35.184    	600       	122       	-2.53096  	0         	
35.3166   	600       	122       	-2.54067  	0         	
35.4791   	600       	122       	-2.59395  	0         	
35.6856   	600       	122       	-2.58513  	0         	
35.8038   	600       	122       	-2.56365  	0         	
35.9191   	600       	122       	-2.54901  	0         	
36.0524   	600       	122       	-2.55916  	0         	
36.1344   	600       	122       	-2.57698  	0         	
36.2741   	600       	122       	-2.60616  	0         	
36.4438   	600       	122       	-2.59175  	0         	
36.5559   	600       	122       	-2.57304  	0         	
36.674    	600       	122       	-2.56431  	0         	
36.8141   	600       	122       	-2.58404  	0         	
36.989    	600       	122       	-2.62119  	0         	
37.1009   	600       	122       	-2.62136  	0         	
37.1931   	600       	122       	-2.6057   	0         	
37.2925   	600       	122       	-2.58581  	0         	
37.4098   	600       	122       	-2.57836  	0         	
37.5544   	600       	122       	-2.60328  	0         	
37.7377   	600       	122       	-2.63245  	0         	
37.9095   	600       	122       	-2.62528  	0         	
38.0265   	600       	122       	-2.61483  	0         	
38.1512   	600       	122       	-2.61516  	0         	
38.3003   	600       	122       	-2.64391  	0         	
38.4879   	600       	122       	-2.65595  	0         	
38.6204   	600       	122       	-2.64517  	0         	
38.7318   	600       	122       	-2.63291  	0         	
38.8553   	600       	122       	-2.63172  	0         	
39.005    	600       	122       	-2.659    	0         	
39.1941   	600       	122       	-2.67033  	0         	
39.3217   	600       	122       	-2.66141  	0         	
39.4321   	600       	122       	-2.65062  	0         	
39.5555   	600       	122       	-2.64998  	0         	
39.7054   	600       	122       	-2.67652  	0         	
39.8952   	600       	122       	-2.68672  	0         	
40        	600       	122       	-2.68058  	0         	
40.1018   	600       	122       	-2.66996  	0         	
40.2184   	600       	122       	-2.66541  	0         	
40.3607   	600       	122       	-2.68333  	0         	
40.5408   	600       	122       	-2.70087  	0         	
40.6827   	600       	122       	-2.69753  	0         	
40.7925   	600       	122       	-2.68984  	0         	
40.9121   	600       	122       	-2.68792  	0         	
41.0561   	600       	122       	-2.70693  	0         	
41.2377   	600       	122       	-2.72091  	0         	
41.3665   	600       	122       	-2.71729  	0         	
41.4741   	600       	122       	-2.70982  	0         	
41.5933   	600       	122       	-2.70783  	0         	
41.7377   	600       	122       	-2.72609  	0         	
41.9201   	600       	122       	-2.7388   	0         	
42.0428   	600       	122       	-2.73589  	0         	
42.1491   	600       	122       	-2.72926  	0         	
42.268    	600       	122       	-2.72763  	0         	
42.4124   	600       	122       	-2.74531  	0         	
42.5953   	600       	122       	-2.75716  	0         	
42.7126   	600       	122       	-2.75492  	0         	
42.8177   	600       	122       	-2.74904  	0         	
42.9362   	600       	122       	-2.74773  	0         	
43.0807   	600       	122       	-2.76484  	0         	
43.2641   	600       	122       	-2.77601  	0         	
43.3765   	600       	122       	-2.77433  	0         	
43.4805   	600       	122       	-2.76914  	0         	
43.5987   	600       	122       	-2.76816  	0         	
43.7435   	600       	122       	-2.78484  	0         	
43.9275   	600       	122       	-2.79539  	0         	
44.035    	600       	122       	-2.79414  	0         	
44.1379   	600       	122       	-2.78955  	0         	
44.2562   	600       	122       	-2.78893  	0         	
44.4015   	600       	122       	-2.80542  	0         	
44.5867   	600       	122       	-2.81536  	0         	
44.6891   	600       	122       	-2.81439  	0         	
44.7911   	600       	122       	-2.81028  	0         	
44.9098   	600       	122       	-2.8101   	0         	
45.0564   	600       	122       	-2.82545  	0         	
45.2466   	600       	122       	-2.83478  	0         	
45.3488   	600       	122       	-2.83435  	0         	
45.4529   	600       	122       	-2.83161  	0         	
45.5752   	600       	122       	-2.83385  	0         	
45.7271   	600       	122       	-2.84724  	0         	
45.8311   	600       	122       	-2.85441  	0         	
45.9137   	600       	122       	-2.85578  	0         	
46.0018   	600       	122       	-2.85263  	0         	
46.1054   	600       	122       	-2.84814  	0         	
46.2331   	600       	122       	-2.85136  	0         	
46.3949   	600       	122       	-2.86419  	0         	
46.5463   	600       	122       	-2.87074  	0         	
46.6494   	600       	122       	-2.87174  	0         	
46.7589   	600       	122       	-2.87257  	0         	
46.8898   	600       	122       	-2.88105  	0         	
47.0545   	600       	122       	-2.89301  	0         	
47.1724   	600       	122       	-2.89698  	0         	
47.2703   	600       	122       	-2.89692  	0         	
47.3783   	600       	122       	-2.8966   	0         	
47.509    	600       	122       	-2.90365  	0         	
47.674    	600       	122       	-2.91452  	0         	
47.7885   	600       	122       	-2.91842  	0         	
47.8853   	600       	122       	-2.91876  	0         	
47.9927   	600       	122       	-2.91882  	0         	
48.1227   	600       	122       	-2.9257   	0         	
