Results for well: PROD_Seg.out in the reservoir: PROD_Seg.out

t	BHP	q(Gas)	q(Oil)
days	psi	Mscf/d	stb/d
0         	0         	-         	0         	0         	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	X[0]	X[1]	X[2]	X[3]	
Seg 24	1012.76	160	9.97724	0.771059	9.20618	0	0.0772818	0.922718	0		0.829559	0.0890901	0.0785403	0.00281095	0.212038	0.0427682	0.275681	0.469514	
Seg 25	1031.07	160	9.84487	0.612559	9.23231	0	0.0622211	0.937779	0		0.830587	0.0885399	0.078026	0.00284721	0.215722	0.0430607	0.274509	0.466708	
Seg 26	1049.15	160	9.71955	0.461336	9.25821	0	0.0474648	0.952535	0		0.831567	0.0880051	0.0775433	0.00288427	0.219347	0.0433407	0.273354	0.463959	
Seg 27	1067.01	160	9.60073	0.316807	9.28392	0	0.0329982	0.967002	0		0.832503	0.087485	0.0770899	0.0029221	0.222914	0.0436089	0.272215	0.461262	
Seg 28	1084.66	160	9.4879	0.178447	9.30945	0	0.0188079	0.981192	0		0.833397	0.0869789	0.0766637	0.00296067	0.226426	0.0438662	0.271092	0.458616	
Seg 29	1102.11	160	9.38061	0.0457902	9.33482	0	0.00488136	0.995119	0		0.834251	0.0864861	0.0762626	0.00299998	0.229886	0.0441131	0.269984	0.456017	
Seg 30	1119.49	160	9.34108	0	9.34108	0	0	1	0		0.231102	0.0441984	0.269594	0.455105	0.231102	0.0441984	0.269594	0.455105	


150.677   	300       	160       	125.171   	7192.91   	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	X[0]	X[1]	X[2]	X[3]	
Seg 0	300	160	33.0437	24.9833	8.0604	0	0.756068	0.243932	0		0.714126	0.124491	0.158523	0.00285914	0.0583198	0.0214438	0.306472	0.613765	
Seg 1	353.17	160	27.6788	19.5087	8.17003	0	0.704827	0.295173	0		0.732148	0.12327	0.141934	0.00264846	0.0700455	0.0246488	0.308035	0.597271	
Seg 2	400.226	160	24.2438	15.9877	8.25617	0	0.659453	0.340547	0		0.745156	0.121768	0.13055	0.00252673	0.0804151	0.0272496	0.307928	0.584407	
Seg 3	443.015	160	21.8201	13.4914	8.32864	0	0.618304	0.381696	0		0.755212	0.120199	0.122137	0.00245227	0.0898205	0.0294358	0.30704	0.573704	
Seg 4	482.634	160	19.9993	11.6071	8.39219	0	0.580375	0.419625	0		0.763344	0.118642	0.115608	0.00240639	0.0984995	0.0313187	0.305747	0.564435	
Seg 5	519.796	160	18.5704	10.1209	8.44952	0	0.545001	0.454999	0		0.770132	0.117129	0.11036	0.00237937	0.106608	0.0329696	0.304234	0.556188	
Seg 6	554.989	160	17.4127	8.91039	8.50228	0	0.511719	0.488281	0		0.775933	0.115672	0.106029	0.00236561	0.114254	0.0344368	0.302598	0.548711	
Seg 7	588.567	160	16.4512	7.89968	8.55155	0	0.480188	0.519812	0		0.78098	0.114275	0.102383	0.00236167	0.121517	0.0357548	0.300894	0.541834	
Seg 8	620.792	160	15.6372	7.03913	8.59809	0	0.450152	0.549848	0		0.785434	0.112937	0.0992633	0.00236529	0.128456	0.0369491	0.299156	0.535439	
Seg 9	651.869	160	14.9372	6.29473	8.64244	0	0.421414	0.578586	0		0.789409	0.111656	0.0965597	0.00237493	0.135116	0.038039	0.297404	0.529441	
Seg 10	681.957	160	14.3273	5.64229	8.68501	0	0.393814	0.606186	0		0.79299	0.110429	0.0941913	0.00238952	0.141535	0.0390397	0.29565	0.523775	
Seg 11	711.184	160	13.7902	5.06412	8.72611	0	0.367225	0.632775	0		0.796242	0.109252	0.0920978	0.00240827	0.14774	0.0399632	0.293904	0.518393	
Seg 12	739.656	160	13.3129	4.54693	8.76598	0	0.341543	0.658457	0		0.799214	0.108122	0.0902334	0.0024306	0.153756	0.0408192	0.29217	0.513254	
Seg 13	767.459	160	12.8853	4.08051	8.80481	0	0.316679	0.683321	0		0.801945	0.107037	0.0885622	0.00245606	0.159603	0.0416155	0.290452	0.508329	
Seg 14	794.667	160	12.4997	3.65689	8.84277	0	0.292559	0.707441	0		0.804468	0.105992	0.0870558	0.00248434	0.165298	0.042359	0.288752	0.503591	
Seg 15	821.341	160	12.1497	3.26975	8.87999	0	0.269121	0.730879	0		0.806807	0.104986	0.0856916	0.00251515	0.170855	0.043055	0.287071	0.49902	
Seg 16	847.533	160	11.8305	2.91397	8.91657	0	0.246309	0.753691	0		0.808985	0.104016	0.084451	0.0025483	0.176285	0.0437084	0.285409	0.494597	
Seg 17	873.29	160	11.538	2.5854	8.95261	0	0.224077	0.775923	0		0.811018	0.103079	0.0833186	0.00258362	0.1816	0.0443233	0.283768	0.490309	
Seg 18	898.651	160	11.2688	2.28061	8.98819	0	0.202383	0.797617	0		0.812923	0.102175	0.0822817	0.00262099	0.186808	0.044903	0.282146	0.486143	
Seg 19	923.651	160	11.0201	1.99673	9.02337	0	0.18119	0.81881	0		0.81471	0.1013	0.0813298	0.0026603	0.191919	0.0454508	0.280544	0.482086	
Seg 20	948.32	160	10.7896	1.73136	9.05822	0	0.160466	0.839534	0		0.816392	0.100453	0.0804537	0.00270148	0.196937	0.0459691	0.278962	0.478132	
Seg 21	968.032	160	10.6152	1.52904	9.08618	0	0.144042	0.855958	0		0.81768	0.0997877	0.0797958	0.00273607	0.200931	0.0463681	0.277697	0.475004	
Seg 22	987.44	160	10.4515	1.33768	9.1138	0	0.12799	0.87201	0		0.818903	0.0991431	0.0791824	0.00277158	0.204848	0.0467483	0.276452	0.471952	
Seg 23	1006.56	160	10.2974	1.15628	9.14113	0	0.112288	0.887712	0		0.820064	0.0985179	0.0786097	0.00280799	0.208692	0.0471111	0.275227	0.46897	
Seg 24	1025.41	160	10.1521	0.983931	9.16818	0	0.0969189	0.903081	0		0.82117	0.0979109	0.0780742	0.00284525	0.212469	0.0474575	0.27402	0.466054	
Seg 25	1044.01	160	10.0149	0.819871	9.19499	0	0.0818655	0.918135	0		0.822223	0.0973213	0.0775729	0.00288334	0.216181	0.0477888	0.27283	0.4632	
Seg 26	1062.37	160	9.88497	0.663404	9.22157	0	0.0671123	0.932888	0		0.823227	0.0967481	0.077103	0.00292224	0.219832	0.048106	0.271658	0.460404	
Seg 27	1080.5	160	9.76186	0.513913	9.24794	0	0.052645	0.947355	0		0.824185	0.0961906	0.0766621	0.00296193	0.223424	0.0484098	0.270503	0.457663	
Seg 28	1098.41	160	9.64498	0.370852	9.27413	0	0.0384503	0.96155	0		0.825101	0.095648	0.0762481	0.0030024	0.22696	0.0487012	0.269364	0.454974	
Seg 29	1116.11	160	9.53388	0.233729	9.30015	0	0.0245157	0.975484	0		0.825978	0.0951197	0.0758591	0.00304362	0.230444	0.0489809	0.26824	0.452335	
Seg 30	1133.62	160	9.42811	0.102103	9.32601	0	0.0108296	0.98917	0		0.826816	0.0946049	0.0754932	0.0030856	0.233877	0.0492495	0.267132	0.449742	


151.847   	300       	160       	131.162   	7111.74   	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	X[0]	X[1]	X[2]	X[3]	
Seg 0	300	160	34.1508	26.1808	7.97003	0	0.766622	0.233378	0		0.707259	0.132093	0.157784	0.00286363	0.057752	0.0227537	0.305013	0.614482	
Seg 1	354.341	160	28.4837	20.4005	8.08324	0	0.716216	0.283784	0		0.725361	0.130913	0.141078	0.00264858	0.0696194	0.0262584	0.306815	0.597307	
Seg 2	402.292	160	24.8845	16.7128	8.17173	0	0.671614	0.328386	0		0.738387	0.129408	0.129679	0.00252586	0.080089	0.0290975	0.306812	0.584002	
Seg 3	445.805	160	22.3574	14.1114	8.24591	0	0.631177	0.368823	0		0.748443	0.127817	0.121288	0.00245166	0.0895686	0.0314817	0.305971	0.572979	
Seg 4	486.031	160	20.4652	12.1544	8.31081	0	0.593905	0.406095	0		0.75657	0.126229	0.114794	0.00240657	0.0983045	0.0335338	0.304699	0.563462	
Seg 5	523.713	160	18.984	10.6147	8.36925	0	0.559141	0.440859	0		0.763354	0.124681	0.109584	0.00238057	0.106457	0.0353324	0.303192	0.555018	
Seg 6	559.36	160	17.7859	9.36294	8.42295	0	0.526425	0.473575	0		0.769152	0.123187	0.105293	0.00236796	0.114139	0.0369306	0.301554	0.547376	
Seg 7	593.339	160	16.7924	8.31934	8.47304	0	0.495423	0.504577	0		0.774198	0.121751	0.101686	0.00236522	0.121429	0.0383662	0.299844	0.54036	
Seg 8	625.923	160	15.9521	7.43184	8.52031	0	0.465883	0.534117	0		0.778652	0.120375	0.0986028	0.00237007	0.12839	0.0396669	0.298097	0.533845	
Seg 9	657.322	160	15.2302	6.66488	8.56531	0	0.43761	0.56239	0		0.78263	0.119056	0.0959338	0.00238095	0.135068	0.0408541	0.296335	0.527743	
Seg 10	687.701	160	14.6017	5.99324	8.60847	0	0.410448	0.589552	0		0.786215	0.11779	0.0935978	0.00239678	0.141499	0.0419442	0.294571	0.521986	
Seg 11	717.194	160	14.0486	5.39847	8.6501	0	0.384272	0.615728	0		0.789472	0.116576	0.0915349	0.00241678	0.147714	0.0429502	0.292814	0.516522	
Seg 12	745.908	160	13.5572	4.86676	8.69047	0	0.358979	0.641021	0		0.792451	0.11541	0.0896991	0.00244035	0.153737	0.0438829	0.29107	0.511311	
Seg 13	773.933	160	13.1173	4.38751	8.72977	0	0.334483	0.665517	0		0.79519	0.114288	0.0880548	0.00246705	0.159588	0.0447507	0.289341	0.50632	
Seg 14	801.345	160	12.7206	3.95244	8.76816	0	0.310712	0.689288	0		0.797721	0.113209	0.0865737	0.00249656	0.165285	0.0455611	0.287631	0.501524	
Seg 15	828.206	160	12.3608	3.55501	8.80578	0	0.287604	0.712396	0		0.80007	0.112168	0.0852333	0.00252861	0.170841	0.04632	0.28594	0.496899	
Seg 16	854.571	160	12.0327	3.18992	8.84274	0	0.265105	0.734895	0		0.802258	0.111164	0.0840151	0.00256299	0.176269	0.0470326	0.284269	0.492429	
Seg 17	880.486	160	11.732	2.85286	8.87914	0	0.243169	0.756831	0		0.804301	0.110195	0.0829039	0.00259955	0.18158	0.0477032	0.28262	0.488097	
Seg 18	905.994	160	11.4554	2.5403	8.91506	0	0.221757	0.778243	0		0.806217	0.109258	0.0818871	0.00263816	0.186784	0.0483358	0.28099	0.48389	
Seg 19	931.129	160	11.1998	2.24927	8.95056	0	0.200831	0.799169	0		0.808015	0.108352	0.0809541	0.00267871	0.191887	0.0489336	0.279381	0.479798	
Seg 20	955.923	160	10.963	1.97729	8.98572	0	0.18036	0.81964	0		0.809709	0.107474	0.080096	0.00272113	0.196899	0.0494995	0.277792	0.47581	
Seg 21	975.846	160	10.7828	1.76877	9.01408	0	0.164035	0.835965	0		0.811014	0.10678	0.0794483	0.00275695	0.200909	0.0499378	0.276514	0.472639	
Seg 22	995.457	160	10.6137	1.57163	9.0421	0	0.148075	0.851925	0		0.812253	0.106108	0.0788449	0.0027937	0.204841	0.0503554	0.275257	0.469546	
Seg 23	1014.77	160	10.4546	1.38481	9.06981	0	0.132459	0.867541	0		0.813431	0.105456	0.078282	0.00283136	0.208701	0.0507539	0.27402	0.466525	
Seg 24	1033.81	160	10.3046	1.2074	9.09724	0	0.117171	0.882829	0		0.814552	0.104822	0.0777561	0.00286989	0.212491	0.0511346	0.272802	0.463573	
Seg 25	1052.59	160	10.163	1.03858	9.12442	0	0.102192	0.897808	0		0.81562	0.104207	0.0772641	0.00290925	0.216216	0.0514986	0.271602	0.460684	
Seg 26	1071.12	160	10.029	0.877618	9.15136	0	0.0875083	0.912492	0		0.816638	0.103609	0.0768034	0.00294945	0.219878	0.0518471	0.270419	0.457856	
Seg 27	1089.42	160	9.90197	0.723887	9.17808	0	0.0731054	0.926895	0		0.817611	0.103027	0.0763716	0.00299044	0.223481	0.052181	0.269254	0.455084	
Seg 28	1107.5	160	9.78143	0.576813	9.20462	0	0.0589702	0.94103	0		0.818541	0.10246	0.0759664	0.00303222	0.227028	0.0525013	0.268105	0.452366	
Seg 29	1125.36	160	9.66686	0.435883	9.23097	0	0.0450905	0.95491	0		0.819431	0.101909	0.075586	0.00307477	0.230521	0.0528087	0.266972	0.449698	
Seg 30	1143.02	160	9.55781	0.30064	9.25717	0	0.0314549	0.968545	0		0.820282	0.101371	0.0752286	0.00311809	0.233963	0.0531041	0.265855	0.447078	


152.979   	300       	160       	138.02    	7010.71   	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	X[0]	X[1]	X[2]	X[3]	
Seg 0	300	160	35.4068	27.5499	7.85688	0	0.778097	0.221903	0		0.700775	0.139424	0.156932	0.00286866	0.0572111	0.0240163	0.303347	0.615425	
Seg 1	355.587	160	29.3984	21.4246	7.97377	0	0.728768	0.271232	0		0.718906	0.138314	0.140131	0.00264887	0.0692306	0.0278331	0.305441	0.597495	
Seg 2	404.487	160	25.6143	17.5497	8.06463	0	0.685152	0.314848	0		0.73191	0.136831	0.128734	0.0025251	0.0798064	0.0309201	0.305571	0.583703	
Seg 3	448.764	160	22.9709	14.8304	8.14051	0	0.645617	0.354383	0		0.741932	0.13524	0.120377	0.00245117	0.0893644	0.0335101	0.304797	0.572329	
Seg 4	489.628	160	20.9985	12.7918	8.20673	0	0.609176	0.390824	0		0.750026	0.13364	0.113927	0.0024069	0.0981596	0.0357383	0.303558	0.562544	
Seg 5	527.855	160	19.4583	11.192	8.26623	0	0.575181	0.424819	0		0.756779	0.132075	0.108764	0.00238199	0.106358	0.0376907	0.302067	0.553884	
Seg 6	563.975	160	18.2147	9.8939	8.32082	0	0.543182	0.456818	0		0.762551	0.130559	0.104519	0.00237058	0.114075	0.0394255	0.300435	0.546064	
Seg 7	598.371	160	17.185	8.81329	8.37167	0	0.512849	0.487151	0		0.767576	0.129101	0.100954	0.0023691	0.121394	0.0409837	0.298724	0.538898	
Seg 8	631.325	160	16.315	7.89544	8.4196	0	0.483936	0.516064	0		0.772012	0.1277	0.0979124	0.00237523	0.128376	0.0423957	0.296974	0.532255	
Seg 9	663.056	160	15.5683	7.10307	8.46519	0	0.456253	0.543747	0		0.775975	0.126356	0.0952814	0.00238742	0.135069	0.0436847	0.295206	0.52604	
Seg 10	693.734	160	14.9186	6.40976	8.50888	0	0.429648	0.570352	0		0.779549	0.125065	0.092981	0.00240455	0.141512	0.0448684	0.293434	0.520185	
Seg 11	723.497	160	14.3472	5.79625	8.55098	0	0.403998	0.596002	0		0.782797	0.123826	0.0909512	0.00242584	0.147735	0.0459611	0.29167	0.514634	
Seg 12	752.456	160	13.8399	5.24814	8.59178	0	0.379203	0.620797	0		0.785769	0.122634	0.0891463	0.0024507	0.153762	0.0469743	0.289917	0.509346	
Seg 13	780.703	160	13.3858	4.75438	8.63147	0	0.355179	0.644821	0		0.788503	0.121487	0.0875309	0.0024787	0.159615	0.0479174	0.288181	0.504287	
Seg 14	808.317	160	12.9766	4.30636	8.67022	0	0.331856	0.668144	0		0.791031	0.120382	0.086077	0.00250949	0.165311	0.0487983	0.286462	0.499428	
Seg 15	835.363	160	12.6055	3.89728	8.70817	0	0.309174	0.690826	0		0.793378	0.119317	0.084762	0.00254282	0.170864	0.0496235	0.284764	0.494748	
Seg 16	861.896	160	12.2671	3.52164	8.74544	0	0.287081	0.712919	0		0.795565	0.118289	0.0835677	0.00257849	0.176288	0.0503986	0.283087	0.490227	
Seg 17	887.966	160	11.9571	3.17498	8.78213	0	0.265531	0.734469	0		0.79761	0.117295	0.0824791	0.00261633	0.181592	0.0511283	0.28143	0.485849	
Seg 18	913.614	160	11.6719	2.85361	8.81831	0	0.244485	0.755515	0		0.799526	0.116334	0.0814836	0.00265621	0.186788	0.0518169	0.279794	0.481601	
Seg 19	938.876	160	11.4085	2.55448	8.85406	0	0.22391	0.77609	0		0.801327	0.115404	0.0805707	0.00269805	0.191882	0.0524678	0.278179	0.477471	
Seg 20	963.786	160	11.1645	2.27501	8.88945	0	0.203773	0.796227	0		0.803023	0.114503	0.0797317	0.00274175	0.196882	0.0530842	0.276585	0.473449	
Seg 21	983.928	160	10.9776	2.05941	8.91817	0	0.187601	0.812399	0		0.80434	0.113786	0.0790946	0.00277886	0.200908	0.0535649	0.275295	0.470232	
Seg 22	1003.75	160	10.8022	1.85567	8.94654	0	0.171786	0.828214	0		0.80559	0.113091	0.0785017	0.00281692	0.204856	0.0540231	0.274026	0.467095	
Seg 23	1023.27	160	10.6373	1.66269	8.9746	0	0.156308	0.843692	0		0.806778	0.112417	0.0779491	0.0028559	0.20873	0.0544602	0.272777	0.464033	
Seg 24	1042.5	160	10.4819	1.4795	9.00236	0	0.141149	0.858851	0		0.807909	0.111762	0.0774332	0.00289576	0.212533	0.0548779	0.271547	0.461041	
Seg 25	1061.46	160	10.3351	1.30524	9.02986	0	0.126292	0.873708	0		0.808987	0.111125	0.0769511	0.00293647	0.21627	0.0552774	0.270337	0.458116	
Seg 26	1080.17	160	10.1963	1.13917	9.05711	0	0.111724	0.888276	0		0.810016	0.110506	0.0765	0.00297802	0.219943	0.0556599	0.269144	0.455253	
Seg 27	1098.64	160	10.0647	0.980606	9.08414	0	0.0974297	0.90257	0		0.810998	0.109904	0.0760776	0.00302038	0.223557	0.0560264	0.267969	0.452448	
Seg 28	1116.88	160	9.93994	0.82896	9.11098	0	0.0833969	0.916603	0		0.811937	0.109317	0.0756817	0.00306355	0.227113	0.0563781	0.26681	0.449699	
Seg 29	1134.9	160	9.82132	0.683697	9.13763	0	0.0696135	0.930386	0		0.812836	0.108746	0.0753103	0.0031075	0.230615	0.0567157	0.265669	0.447001	
Seg 30	1152.72	160	9.70845	0.544338	9.16411	0	0.0560685	0.943932	0		0.813697	0.10819	0.0749617	0.00315222	0.234064	0.0570401	0.264542	0.444353	


154.275   	300       	160       	146.984   	6877.39   	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	X[0]	X[1]	X[2]	X[3]	
Seg 0	300	160	37.0456	29.3384	7.70727	0	0.791952	0.208048	0		0.69332	0.14799	0.155814	0.00287516	0.0565852	0.0254906	0.301173	0.616752	
Seg 1	357.16	160	30.5873	22.7586	7.82871	0	0.744053	0.255947	0		0.711442	0.146988	0.13892	0.00264934	0.0687967	0.0296986	0.303667	0.597838	
Seg 2	407.254	160	26.5618	18.6394	7.92244	0	0.701736	0.298264	0		0.724384	0.145551	0.127541	0.00252425	0.0795061	0.0330954	0.303982	0.583416	
Seg 3	452.49	160	23.7673	15.767	8.00037	0	0.663388	0.336612	0		0.734336	0.143978	0.119236	0.00245069	0.0891621	0.0359424	0.303303	0.571593	
Seg 4	494.154	160	21.6909	13.6228	8.06815	0	0.62804	0.37196	0		0.742364	0.142382	0.112846	0.00240747	0.0980316	0.0383905	0.302114	0.561464	
Seg 5	533.063	160	20.0742	11.9453	8.12891	0	0.595056	0.404944	0		0.74906	0.140811	0.107745	0.00238393	0.106288	0.040535	0.300649	0.552529	
Seg 6	569.777	160	18.7718	10.5873	8.18455	0	0.563998	0.436002	0		0.754783	0.139285	0.103558	0.00237405	0.114049	0.0424402	0.299028	0.544482	
Seg 7	604.694	160	17.6952	9.45888	8.23629	0	0.534546	0.465454	0		0.759764	0.137812	0.10005	0.00237416	0.121402	0.0441517	0.297322	0.537125	
Seg 8	638.112	160	16.7869	8.50189	8.28499	0	0.50646	0.49354	0		0.764164	0.136395	0.0970594	0.00238192	0.12841	0.0457028	0.295569	0.530318	
Seg 9	670.257	160	16.008	7.67672	8.33126	0	0.479556	0.520444	0		0.768095	0.135032	0.0944766	0.00239575	0.135123	0.047119	0.293796	0.523962	
Seg 10	701.308	160	15.331	6.95546	8.37555	0	0.453686	0.546314	0		0.771642	0.133722	0.0922209	0.00241452	0.14158	0.04842	0.292018	0.517982	
Seg 11	731.408	160	14.736	6.31779	8.41819	0	0.428732	0.571268	0		0.774867	0.132463	0.0902327	0.00243746	0.147812	0.0496213	0.290245	0.512321	
Seg 12	760.672	160	14.208	5.74853	8.45948	0	0.404598	0.595402	0		0.777819	0.13125	0.0884666	0.00246395	0.153845	0.0507355	0.288484	0.506935	
Seg 13	789.197	160	13.7357	5.23607	8.49961	0	0.381202	0.618798	0		0.780536	0.130083	0.0868874	0.00249358	0.1597	0.051773	0.286739	0.501788	
Seg 14	817.063	160	13.3101	4.77136	8.53876	0	0.358476	0.641524	0		0.78305	0.128957	0.0854673	0.002526	0.165394	0.0527425	0.285013	0.496851	
Seg 15	844.338	160	12.9244	4.34727	8.57708	0	0.336363	0.663637	0		0.785384	0.127871	0.0841841	0.00256095	0.170943	0.053651	0.283306	0.4921	
Seg 16	871.08	160	12.5727	3.95804	8.61469	0	0.314811	0.685189	0		0.787561	0.126821	0.0830196	0.00259824	0.176359	0.0545046	0.28162	0.487516	
Seg 17	897.341	160	12.2507	3.59899	8.65168	0	0.293779	0.706221	0		0.789597	0.125807	0.081959	0.00263769	0.181655	0.0553087	0.279956	0.48308	
Seg 18	923.162	160	11.9544	3.26628	8.68815	0	0.273228	0.726772	0		0.791506	0.124825	0.0809899	0.0026792	0.186839	0.0560678	0.278313	0.47878	
Seg 19	948.582	160	11.6809	2.95671	8.72416	0	0.253124	0.746876	0		0.793301	0.123874	0.080102	0.00272266	0.19192	0.0567857	0.276692	0.474603	
Seg 20	973.635	160	11.4274	2.66759	8.75979	0	0.233438	0.766562	0		0.794993	0.122952	0.0792865	0.00276799	0.196906	0.0574659	0.275091	0.470537	
Seg 21	994.049	160	11.2318	2.44282	8.78893	0	0.217492	0.782508	0		0.796318	0.122213	0.0786629	0.00280675	0.200952	0.0580008	0.273786	0.467261	
Seg 22	1014.13	160	11.0483	2.23055	8.81771	0	0.201891	0.798109	0		0.797575	0.121495	0.0780832	0.00284648	0.204918	0.0585107	0.272503	0.464069	
Seg 23	1033.9	160	10.8757	2.02959	8.84615	0	0.186616	0.813384	0		0.798771	0.120799	0.0775435	0.00288714	0.208808	0.0589974	0.27124	0.460955	
Seg 24	1053.37	160	10.7132	1.83892	8.8743	0	0.17165	0.82835	0		0.799909	0.120122	0.0770403	0.0029287	0.212627	0.0594624	0.269996	0.457914	
Seg 25	1072.57	160	10.5598	1.65764	8.90216	0	0.156976	0.843024	0		0.800994	0.119465	0.0765705	0.00297113	0.216378	0.0599073	0.268772	0.454943	
Seg 26	1091.5	160	10.4147	1.48495	8.92977	0	0.142582	0.857418	0		0.802029	0.118825	0.0761315	0.00301442	0.220064	0.0603333	0.267567	0.452035	
Seg 27	1110.18	160	10.2773	1.32015	8.95716	0	0.128453	0.871547	0		0.803018	0.118203	0.0757209	0.00305853	0.223689	0.0607417	0.26638	0.449189	
Seg 28	1128.62	160	10.1469	1.1626	8.98433	0	0.114576	0.885424	0		0.803964	0.117596	0.0753365	0.00310347	0.227256	0.0611336	0.26521	0.4464	
Seg 29	1146.84	160	10.023	1.01174	9.01131	0	0.100941	0.899059	0		0.804869	0.117006	0.0749763	0.0031492	0.230768	0.0615099	0.264057	0.443666	
Seg 30	1164.85	160	9.90518	0.867063	9.03812	0	0.0875363	0.912464	0		0.805736	0.11643	0.0746387	0.00319573	0.234226	0.0618716	0.26292	0.440982	


155.902   	300       	160       	158.185   	6737.88   	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	X[0]	X[1]	X[2]	X[3]	
Seg 0	300	160	39.1316	31.5793	7.55227	0	0.807003	0.192997	0		0.683443	0.159231	0.154442	0.00288321	0.0557601	0.0274258	0.298498	0.618316	
Seg 1	359.304	160	32.0698	24.3898	7.68	0	0.760522	0.239478	0		0.701589	0.158363	0.137399	0.00264938	0.0682321	0.0321744	0.301497	0.598096	
Seg 2	411.026	160	27.729	19.9512	7.77778	0	0.719507	0.280493	0		0.714475	0.156977	0.126026	0.00252274	0.0791248	0.035996	0.302032	0.582847	
Seg 3	457.576	160	24.7405	16.8818	7.85864	0	0.682357	0.317643	0		0.724356	0.155418	0.117776	0.00244983	0.0889174	0.0391933	0.301454	0.570435	
Seg 4	500.34	160	22.532	14.6033	7.92871	0	0.648114	0.351886	0		0.732316	0.153818	0.111458	0.00240818	0.0978925	0.0419397	0.300312	0.559856	
Seg 5	540.196	160	20.8192	12.8279	7.99135	0	0.616156	0.383844	0		0.73895	0.152233	0.10643	0.00238661	0.106232	0.0443439	0.298864	0.550561	
Seg 6	577.739	160	19.4435	11.3949	8.04857	0	0.586053	0.413947	0		0.744619	0.150686	0.102316	0.00237889	0.11406	0.0464789	0.297244	0.542217	
Seg 7	613.393	160	18.3087	10.207	8.1017	0	0.557495	0.442505	0		0.749554	0.149189	0.0988757	0.00238127	0.121467	0.0483964	0.295528	0.534608	
Seg 8	647.471	160	17.3531	9.20148	8.15163	0	0.530249	0.469751	0		0.753915	0.147744	0.0959495	0.00239135	0.128519	0.0501341	0.293762	0.527586	
Seg 9	680.214	160	16.5348	8.3358	8.19901	0	0.504136	0.495864	0		0.757813	0.146353	0.0934265	0.0024075	0.135267	0.0517206	0.291971	0.521041	
Seg 10	711.809	160	15.8244	7.58012	8.24431	0	0.479014	0.520986	0		0.761331	0.145014	0.0912265	0.00242862	0.141752	0.053178	0.290174	0.514896	
Seg 11	742.406	160	15.2007	6.91277	8.28789	0	0.454768	0.545232	0		0.764531	0.143725	0.0892903	0.0024539	0.148006	0.054524	0.288382	0.509088	
Seg 12	772.127	160	14.6476	6.31758	8.33003	0	0.431304	0.568696	0		0.767462	0.142483	0.0875727	0.00248275	0.154056	0.0557727	0.286601	0.50357	
Seg 13	801.074	160	14.1532	5.78222	8.37097	0	0.408546	0.591454	0		0.770162	0.141285	0.0860389	0.00251473	0.159923	0.0569357	0.284836	0.498305	
Seg 14	829.33	160	13.708	5.29713	8.41088	0	0.386426	0.613574	0		0.77266	0.140129	0.0846613	0.0025495	0.165626	0.0580226	0.283091	0.493261	
Seg 15	856.966	160	13.3046	4.85472	8.44991	0	0.36489	0.63511	0		0.774983	0.139013	0.0834181	0.00258682	0.17118	0.0590415	0.281366	0.488413	
Seg 16	884.045	160	12.9371	4.44892	8.48819	0	0.343888	0.656112	0		0.777149	0.137934	0.0822912	0.00262648	0.176598	0.0599991	0.279662	0.48374	
Seg 17	910.617	160	12.6006	4.0748	8.52583	0	0.323381	0.676619	0		0.779176	0.136889	0.0812661	0.00266832	0.181893	0.0609015	0.277981	0.479224	
Seg 18	936.729	160	12.2912	3.72829	8.5629	0	0.30333	0.69667	0		0.781079	0.135879	0.0803307	0.00271222	0.187074	0.0617536	0.276323	0.47485	
Seg 19	962.42	160	12.0055	3.40602	8.59951	0	0.283704	0.716296	0		0.782869	0.134899	0.0794746	0.00275809	0.192149	0.0625598	0.274686	0.470605	
Seg 20	987.725	160	11.7409	3.10516	8.6357	0	0.264475	0.735525	0		0.784556	0.133949	0.0786893	0.00280585	0.197128	0.063324	0.273071	0.466477	
Seg 21	1008.52	160	11.5348	2.86926	8.66556	0	0.248748	0.751252	0		0.78589	0.133179	0.0780842	0.00284701	0.201203	0.0639306	0.271743	0.463123	
Seg 22	1028.97	160	11.3417	2.64662	8.69504	0	0.233354	0.766646	0		0.787157	0.132432	0.0775225	0.00288917	0.205196	0.0645089	0.270437	0.459857	
Seg 23	1049.1	160	11.1601	2.43597	8.72417	0	0.218274	0.781726	0		0.788361	0.131706	0.0770004	0.00293228	0.209112	0.0650609	0.269153	0.456674	
