Results for well: PROD_Seg.out in the reservoir: PROD_Seg.out

t	BHP	q(Gas)	q(Oil)
days	psi	Mscf/d	stb/d
0         	0         	-         	0         	0         	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	X[0]	X[1]	X[2]	X[3]	
Seg 24	1068.91	160	10.9892	2.23622	8.75298	0	0.203492	0.796508	0		0.789508	0.131002	0.0765144	0.00297633	0.212955	0.0655884	0.267889	0.453568	
Seg 25	1088.44	160	10.8279	2.04641	8.78151	0	0.188994	0.811006	0		0.790601	0.130316	0.0760614	0.00302127	0.216728	0.0660931	0.266645	0.450534	
Seg 26	1107.69	160	10.6754	1.86568	8.80977	0	0.174763	0.825237	0		0.791645	0.129649	0.0756388	0.00306709	0.220435	0.0665765	0.26542	0.447568	
Seg 27	1126.68	160	10.5311	1.69328	8.83778	0	0.160789	0.839211	0		0.792642	0.129	0.0752442	0.00311377	0.22408	0.0670399	0.264214	0.444666	
Seg 28	1145.42	160	10.3941	1.52854	8.86558	0	0.147058	0.852942	0		0.793595	0.128368	0.0748754	0.00316131	0.227665	0.0674847	0.263027	0.441823	
Seg 29	1163.93	160	10.2641	1.37087	8.89318	0	0.13356	0.86644	0		0.794508	0.127752	0.0745305	0.00320967	0.231194	0.0679119	0.261856	0.439038	
Seg 30	1182.22	160	10.1403	1.21972	8.9206	0	0.120284	0.879716	0		0.795382	0.127151	0.0742078	0.00325886	0.234669	0.0683226	0.260703	0.436306	


157.263   	300       	160       	169.142   	6576.91   	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	X[0]	X[1]	X[2]	X[3]	
Seg 0	300	160	41.1267	33.757	7.36967	0	0.820806	0.179194	0		0.675774	0.168283	0.153052	0.00289112	0.0551099	0.0289819	0.295812	0.620096	
Seg 1	361.094	160	33.4983	25.996	7.5023	0	0.776039	0.223961	0		0.693793	0.167575	0.135982	0.00265035	0.0677834	0.0341994	0.29935	0.598667	
Seg 2	414.162	160	28.8613	21.2582	7.60309	0	0.736565	0.263435	0		0.706531	0.166277	0.12467	0.00252235	0.0788125	0.0383903	0.300137	0.58266	
Seg 3	461.79	160	25.6899	18.0039	7.68604	0	0.700815	0.299185	0		0.716278	0.164771	0.116501	0.00244995	0.088703	0.0418933	0.299693	0.569711	
Seg 4	505.45	160	23.3565	15.5988	7.7577	0	0.667856	0.332144	0		0.72412	0.163206	0.110265	0.00240958	0.0977506	0.0449009	0.298625	0.558724	
Seg 5	546.069	160	21.5522	13.7306	7.82159	0	0.637087	0.362913	0		0.730653	0.161643	0.105314	0.00238962	0.106145	0.0475334	0.297218	0.549104	
Seg 6	584.274	160	20.1063	12.2264	7.87986	0	0.60809	0.39191	0		0.736235	0.160111	0.101271	0.00238368	0.114014	0.0498714	0.295621	0.540493	
Seg 7	620.51	160	18.9157	10.9819	7.93386	0	0.580568	0.419432	0		0.741094	0.158622	0.0978959	0.00238791	0.121451	0.0519714	0.293917	0.53266	
Seg 8	655.104	160	17.9144	9.9299	7.98454	0	0.554296	0.445704	0		0.745388	0.157183	0.0950293	0.00239987	0.128526	0.0538749	0.292154	0.525445	
Seg 9	688.308	160	17.058	9.02539	8.03257	0	0.529101	0.470899	0		0.749227	0.155794	0.0925608	0.00241793	0.13529	0.0556134	0.290362	0.518734	
Seg 10	720.318	160	16.3151	8.23665	8.07844	0	0.504849	0.495151	0		0.752693	0.154455	0.090411	0.00244096	0.141785	0.0572109	0.288561	0.512443	
Seg 11	751.289	160	15.6633	7.54073	8.12253	0	0.481428	0.518572	0		0.755848	0.153163	0.088521	0.00246814	0.148044	0.0586869	0.286763	0.506506	
Seg 12	781.349	160	15.0857	6.92054	8.16513	0	0.458749	0.541251	0		0.758738	0.151917	0.0868462	0.0024989	0.154094	0.0600566	0.284975	0.500874	
Seg 13	810.603	160	14.5696	6.36309	8.20647	0	0.436739	0.563261	0		0.761401	0.150714	0.0853521	0.00253279	0.159958	0.0613329	0.283202	0.495506	
Seg 14	839.138	160	14.105	5.85828	8.24675	0	0.415333	0.584667	0		0.763867	0.149552	0.0840116	0.00256947	0.165655	0.0625261	0.281448	0.49037	
Seg 15	867.029	160	13.6843	5.39815	8.28611	0	0.394479	0.605521	0		0.766159	0.148429	0.0828029	0.0026087	0.1712	0.0636452	0.279715	0.485439	
Seg 16	894.338	160	13.301	4.97631	8.32469	0	0.37413	0.62587	0		0.768299	0.147342	0.0817084	0.00265026	0.176607	0.0646976	0.278004	0.480691	
Seg 17	921.12	160	12.9502	4.58757	8.3626	0	0.354248	0.645752	0		0.770302	0.14629	0.0807137	0.00269401	0.181888	0.0656896	0.276315	0.476107	
Seg 18	947.423	160	12.6276	4.22768	8.39993	0	0.334796	0.665204	0		0.772183	0.145271	0.0798068	0.00273983	0.187053	0.0666269	0.274649	0.471671	
Seg 19	973.287	160	12.3298	3.89309	8.43675	0	0.315746	0.684254	0		0.773953	0.144282	0.0789776	0.00278762	0.192111	0.0675141	0.273005	0.46737	
Seg 20	998.749	160	12.054	3.58086	8.47314	0	0.297068	0.702932	0		0.775623	0.143322	0.0782178	0.00283731	0.19707	0.0683555	0.271384	0.463191	
Seg 21	1019.84	160	11.8375	3.33408	8.50341	0	0.281654	0.718346	0		0.776954	0.142538	0.077628	0.00288046	0.201162	0.0690293	0.270039	0.45977	
Seg 22	1040.58	160	11.6346	3.10131	8.53328	0	0.266559	0.733441	0		0.778218	0.141776	0.0770813	0.00292463	0.205171	0.0696718	0.268717	0.45644	
Seg 23	1060.97	160	11.444	2.8812	8.56279	0	0.251765	0.748235	0		0.77942	0.141037	0.0765738	0.00296977	0.2091	0.0702852	0.267417	0.453197	
Seg 24	1081.05	160	11.2646	2.67259	8.59197	0	0.237257	0.762743	0		0.780565	0.140318	0.076102	0.00301586	0.212955	0.0708715	0.266138	0.450035	
Seg 25	1100.82	160	11.0953	2.47446	8.62085	0	0.223019	0.776981	0		0.781656	0.139618	0.0756628	0.00306287	0.21674	0.0714326	0.26488	0.446948	
Seg 26	1120.31	160	10.9353	2.2859	8.64945	0	0.209038	0.790962	0		0.782698	0.138938	0.0752538	0.00311079	0.220457	0.0719702	0.263641	0.443932	
Seg 27	1139.53	160	10.7839	2.10612	8.6778	0	0.195302	0.804698	0		0.783693	0.138275	0.0748723	0.00315958	0.22411	0.0724857	0.262422	0.440982	
Seg 28	1158.49	160	10.6403	1.9344	8.70593	0	0.181799	0.818201	0		0.784646	0.137629	0.0745163	0.00320925	0.227704	0.0729805	0.261221	0.438095	
Seg 29	1177.21	160	10.504	1.77011	8.73384	0	0.168518	0.831482	0		0.785557	0.136999	0.074184	0.00325977	0.231239	0.073456	0.260038	0.435266	
Seg 30	1195.7	160	10.3743	1.61268	8.76157	0	0.15545	0.84455	0		0.78643	0.136385	0.0738735	0.00331114	0.23472	0.0739131	0.258873	0.432494	


158.784   	300       	160       	181.503   	6390.2    	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	X[0]	X[1]	X[2]	X[3]	
Seg 0	300	160	43.3971	36.2345	7.16261	0	0.834952	0.165048	0		0.666812	0.178851	0.151436	0.00290032	0.0543514	0.0307983	0.292691	0.622159	
Seg 1	363.058	160	35.1119	27.8114	7.30044	0	0.792081	0.207919	0		0.684635	0.178333	0.13438	0.0026518	0.0672278	0.0365765	0.29687	0.599326	
Seg 2	417.597	160	30.136	22.7315	7.40446	0	0.754298	0.245702	0		0.697181	0.177141	0.123156	0.00252236	0.0783923	0.0412087	0.297957	0.582442	
Seg 3	466.396	160	26.7565	19.2668	7.48966	0	0.720081	0.279919	0		0.70676	0.175703	0.115087	0.00245061	0.0883777	0.0450768	0.297671	0.568875	
Seg 4	511.028	160	24.2813	16.7183	7.56301	0	0.688526	0.311474	0		0.714459	0.174182	0.108948	0.00241173	0.0974934	0.0483963	0.296691	0.557419	
Seg 5	552.474	160	22.3737	14.7455	7.62825	0	0.659053	0.340947	0		0.72087	0.172649	0.104087	0.00239363	0.105937	0.0513013	0.295335	0.547427	
Seg 6	591.395	160	20.8485	13.1609	7.68761	0	0.631264	0.368736	0		0.726346	0.171139	0.100125	0.00238971	0.113841	0.0538812	0.293766	0.538512	
Seg 7	628.26	160	19.595	11.8525	7.74253	0	0.604872	0.395128	0		0.731115	0.169666	0.0968234	0.00239605	0.121303	0.0561989	0.292076	0.530423	
Seg 8	663.412	160	18.5423	10.7483	7.794	0	0.579663	0.420337	0		0.735329	0.168237	0.0940238	0.00241016	0.128392	0.0583001	0.290318	0.522989	
Seg 9	697.114	160	17.6428	9.80008	7.84272	0	0.555472	0.444528	0		0.739099	0.166854	0.0916164	0.00243038	0.135165	0.0602197	0.288526	0.516089	
Seg 10	729.57	160	16.8634	8.97418	7.88919	0	0.53217	0.46783	0		0.742504	0.165518	0.0895224	0.00245558	0.141662	0.0619842	0.286722	0.509632	
Seg 11	760.945	160	16.18	8.24616	7.93381	0	0.509652	0.490348	0		0.745604	0.164228	0.0876837	0.00248493	0.147919	0.063615	0.284917	0.50355	
Seg 12	791.37	160	15.5748	7.59792	7.97688	0	0.487834	0.512166	0		0.748445	0.162981	0.0860562	0.00251786	0.153962	0.0651291	0.283121	0.497788	
Seg 13	820.954	160	15.0343	7.01568	8.01865	0	0.466644	0.533356	0		0.751064	0.161776	0.084606	0.00255392	0.159816	0.0665404	0.28134	0.492304	
Seg 14	849.79	160	14.5481	6.48877	8.0593	0	0.446023	0.553977	0		0.753491	0.160611	0.0833062	0.00259277	0.165498	0.0678605	0.279577	0.487064	
Seg 15	877.953	160	14.1078	6.00877	8.099	0	0.425919	0.574081	0		0.755748	0.159483	0.0821354	0.00263416	0.171027	0.0690991	0.277835	0.482039	
Seg 16	905.51	160	13.7068	5.56896	8.13789	0	0.40629	0.59371	0		0.757855	0.158391	0.0810764	0.0026779	0.176414	0.0702645	0.276115	0.477206	
Seg 17	932.518	160	13.3399	5.16386	8.17607	0	0.387098	0.612902	0		0.759829	0.157332	0.080115	0.00272383	0.181674	0.0713635	0.274417	0.472546	
Seg 18	959.025	160	13.0026	4.78899	8.21364	0	0.368309	0.631691	0		0.761683	0.156306	0.0792393	0.00277183	0.186815	0.0724024	0.272742	0.46804	
Seg 19	985.074	160	12.6913	4.44064	8.25069	0	0.349896	0.650104	0		0.763429	0.15531	0.0784396	0.00282182	0.191847	0.0733863	0.271091	0.463676	
Seg 20	1010.7	160	12.403	4.11568	8.28728	0	0.331831	0.668169	0		0.765077	0.154342	0.0777076	0.00287371	0.196779	0.0743199	0.269462	0.45944	
Seg 21	1032.11	160	12.1747	3.85672	8.31797	0	0.316782	0.683218	0		0.766402	0.153544	0.0771351	0.00291912	0.200883	0.0750745	0.268099	0.455943	
Seg 22	1053.15	160	11.9609	3.61261	8.34824	0	0.302036	0.697964	0		0.767661	0.152768	0.0766052	0.00296557	0.204902	0.0757941	0.26676	0.452544	
Seg 23	1073.83	160	11.7601	3.38192	8.37814	0	0.287577	0.712423	0		0.768858	0.152015	0.076114	0.00301302	0.20884	0.0764813	0.265444	0.449235	
Seg 24	1094.18	160	11.5711	3.16341	8.40769	0	0.273389	0.726611	0		0.769999	0.151282	0.0756581	0.00306145	0.212702	0.0771384	0.264149	0.446011	
Seg 25	1114.21	160	11.3929	2.95598	8.43693	0	0.259458	0.740542	0		0.771086	0.150569	0.0752344	0.00311082	0.216493	0.0777673	0.262875	0.442865	
Seg 26	1133.95	160	11.2246	2.75867	8.46588	0	0.245771	0.754229	0		0.772124	0.149875	0.0748403	0.00316112	0.220215	0.0783701	0.261621	0.439794	
Seg 27	1153.41	160	11.0652	2.57064	8.49458	0	0.232317	0.767683	0		0.773116	0.149198	0.0744734	0.00321233	0.223872	0.0789482	0.260387	0.436792	
Seg 28	1172.61	160	10.9141	2.39112	8.52303	0	0.219084	0.780916	0		0.774065	0.148539	0.0741317	0.00326444	0.227468	0.0795034	0.259173	0.433855	
Seg 29	1191.55	160	10.7707	2.21944	8.55127	0	0.206063	0.793937	0		0.774973	0.147896	0.0738131	0.00331743	0.231006	0.0800369	0.257976	0.430981	
Seg 30	1210.25	160	10.6343	2.05501	8.57931	0	0.193243	0.806757	0		0.775843	0.147269	0.0735161	0.00337129	0.234488	0.0805501	0.256798	0.428164	


160.921   	300       	160       	193.969   	6143.21   	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	X[0]	X[1]	X[2]	X[3]	
Seg 0	300	160	45.6116	38.7253	6.88627	0	0.849024	0.150976	0		0.652282	0.195258	0.149548	0.00291149	0.0531449	0.0336232	0.289003	0.624229	
Seg 1	364.47	160	36.714	29.6866	7.02749	0	0.808588	0.191412	0		0.669636	0.194982	0.132725	0.0026568	0.0659995	0.0401399	0.293873	0.599987	
Seg 2	420.033	160	31.415	24.2814	7.13357	0	0.772924	0.227076	0		0.681856	0.19393	0.121688	0.00252622	0.077117	0.0453644	0.295312	0.582207	
Seg 3	469.622	160	27.8335	20.6133	7.22016	0	0.740594	0.259406	0		0.691196	0.192578	0.113771	0.00245499	0.0870423	0.0497291	0.295228	0.568001	
Seg 4	514.883	160	25.2186	17.9241	7.2945	0	0.710749	0.289251	0		0.698716	0.191112	0.107755	0.00241728	0.0960904	0.0534772	0.294373	0.556059	
Seg 5	556.844	160	23.2077	15.8472	7.36047	0	0.682843	0.317157	0		0.704986	0.189614	0.102999	0.00240065	0.104461	0.0567596	0.293098	0.545681	
Seg 6	596.19	160	21.6026	14.1822	7.42038	0	0.656504	0.343496	0		0.710351	0.188125	0.0991256	0.00239833	0.11229	0.059677	0.291583	0.53645	
Seg 7	633.408	160	20.2849	12.8092	7.47572	0	0.631464	0.368536	0		0.71503	0.186663	0.0959009	0.00240634	0.119675	0.0623	0.289929	0.528096	
Seg 8	668.855	160	19.1794	11.6519	7.52751	0	0.607521	0.392479	0		0.719172	0.185237	0.0931687	0.00242213	0.126686	0.06468	0.288197	0.520438	
Seg 9	702.803	160	18.2355	10.6591	7.57645	0	0.584523	0.415477	0		0.722882	0.183853	0.090821	0.00244405	0.133378	0.066856	0.286422	0.513344	
Seg 10	735.463	160	17.4181	9.79505	7.62309	0	0.562348	0.437652	0		0.726238	0.182511	0.0887803	0.00247093	0.139795	0.0688578	0.284629	0.506718	
Seg 11	767.005	160	16.7018	9.03397	7.66781	0	0.540899	0.459101	0		0.729298	0.18121	0.0869896	0.00250197	0.14597	0.0707094	0.282833	0.500487	
Seg 12	797.565	160	16.0677	8.35673	7.71094	0	0.520096	0.479904	0		0.732107	0.179951	0.0854057	0.00253657	0.151932	0.0724299	0.281043	0.494595	
Seg 13	827.257	160	15.5015	7.74879	7.75271	0	0.499873	0.500127	0		0.734699	0.178731	0.0839951	0.00257429	0.157704	0.0740349	0.279265	0.488996	
Seg 14	856.173	160	14.9923	7.19893	7.79334	0	0.480176	0.519824	0		0.737104	0.17755	0.0827316	0.0026148	0.163305	0.0755373	0.277505	0.483653	
Seg 15	884.394	160	14.5312	6.69826	7.83298	0	0.460956	0.539044	0		0.739344	0.176404	0.0815943	0.00265784	0.168752	0.0769482	0.275764	0.478536	
Seg 16	911.988	160	14.1115	6.23972	7.87178	0	0.442173	0.557827	0		0.741438	0.175293	0.0805661	0.00270321	0.174057	0.0782766	0.274045	0.473621	
Seg 17	939.012	160	13.7274	5.81756	7.90984	0	0.423792	0.576208	0		0.743402	0.174214	0.0796332	0.00275077	0.179234	0.0795304	0.272348	0.468887	
Seg 18	965.518	160	13.3743	5.42705	7.94726	0	0.405782	0.594218	0		0.745249	0.173167	0.0787841	0.0028004	0.184294	0.0807166	0.270674	0.464316	
Seg 19	991.55	160	13.0484	5.06431	7.98413	0	0.388116	0.611884	0		0.74699	0.172149	0.0780091	0.002852	0.189244	0.0818409	0.269023	0.459892	
Seg 20	1017.15	160	12.7466	4.72606	8.02053	0	0.370771	0.629229	0		0.748635	0.171159	0.0773002	0.0029055	0.194094	0.0829085	0.267395	0.455603	
Seg 21	1038.69	160	12.5058	4.45447	8.05128	0	0.356194	0.643806	0		0.749971	0.170335	0.0767418	0.00295265	0.198161	0.0837789	0.266022	0.452038	
Seg 22	1059.84	160	12.2802	4.19862	8.0816	0	0.341901	0.658099	0		0.75124	0.169534	0.0762255	0.00300086	0.202143	0.0846093	0.264673	0.448575	
Seg 23	1080.63	160	12.0685	3.95697	8.11153	0	0.327876	0.672124	0		0.752448	0.168755	0.0757473	0.00305009	0.206044	0.0854027	0.263347	0.445207	
Seg 24	1101.08	160	11.8693	3.72821	8.1411	0	0.314105	0.685895	0		0.753599	0.167997	0.075304	0.0031003	0.209869	0.0861617	0.262042	0.441927	
Seg 25	1121.2	160	11.6815	3.51117	8.17035	0	0.300575	0.699425	0		0.754698	0.167258	0.0748926	0.00315147	0.213621	0.0868885	0.26076	0.43873	
Seg 26	1141.02	160	11.5041	3.30482	8.19929	0	0.287273	0.712727	0		0.755747	0.166539	0.0745102	0.00320359	0.217306	0.0875853	0.259498	0.435611	
Seg 27	1160.55	160	11.3362	3.10827	8.22797	0	0.274189	0.725811	0		0.756751	0.165838	0.0741547	0.00325662	0.220925	0.0882541	0.258256	0.432565	
Seg 28	1179.8	160	11.1771	2.92072	8.2564	0	0.261312	0.738688	0		0.757712	0.165154	0.073824	0.00331056	0.224484	0.0888965	0.257034	0.429586	
Seg 29	1198.8	160	11.026	2.74144	8.2846	0	0.248633	0.751367	0		0.758632	0.164486	0.073516	0.0033654	0.227983	0.0895142	0.25583	0.426673	
Seg 30	1217.55	160	10.8824	2.5698	8.31259	0	0.236143	0.763857	0		0.759515	0.163835	0.0732293	0.00342113	0.231427	0.0901087	0.254644	0.42382	


163.97    	300       	160       	205.905   	5763.67   	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	X[0]	X[1]	X[2]	X[3]	
Seg 0	300	160	47.5636	41.1036	6.45999	0	0.864182	0.135818	0		0.630774	0.219159	0.147141	0.00292604	0.0513725	0.037742	0.284275	0.626611	
Seg 1	364.503	160	38.2439	31.6441	6.59981	0	0.827429	0.172571	0		0.647095	0.21923	0.131006	0.00266894	0.0637878	0.0451506	0.289912	0.60115	
Seg 2	420.011	160	32.6905	25.9858	6.70477	0	0.794902	0.205098	0		0.658689	0.218413	0.12036	0.00253753	0.074524	0.0511161	0.291821	0.582539	
Seg 3	469.48	160	28.9363	22.1459	6.79036	0	0.765334	0.234666	0		0.667609	0.217228	0.112697	0.0024661	0.0841067	0.0561177	0.292053	0.567723	
Seg 4	514.571	160	26.1949	19.3312	6.86372	0	0.737975	0.262025	0		0.674828	0.215883	0.106861	0.00242847	0.0928401	0.060426	0.291424	0.55531	
Seg 5	556.321	160	24.0864	17.1577	6.92871	0	0.71234	0.28766	0		0.680876	0.214474	0.102238	0.00241205	0.100917	0.0642095	0.290317	0.544556	
Seg 6	595.423	160	22.4032	15.4156	6.98763	0	0.688097	0.311903	0		0.686071	0.213051	0.0984682	0.00241001	0.10847	0.0675806	0.288932	0.535017	
Seg 7	632.368	160	21.0213	13.9793	7.04196	0	0.665008	0.334992	0		0.690619	0.211637	0.0953262	0.00241831	0.115591	0.0706184	0.287382	0.526408	
Seg 8	667.518	160	19.8617	12.769	7.09272	0	0.642894	0.357106	0		0.694658	0.210246	0.0926617	0.0024344	0.12235	0.0733808	0.285735	0.518534	
Seg 9	701.145	160	18.8715	11.7309	7.14061	0	0.621619	0.378381	0		0.698287	0.208886	0.0903703	0.0024566	0.128801	0.0759112	0.284032	0.511256	
Seg 10	733.465	160	18.0138	10.8276	7.18618	0	0.601074	0.398926	0		0.70158	0.207559	0.0883774	0.00248374	0.134984	0.0782438	0.2823	0.504473	
Seg 11	764.648	160	17.262	10.0322	7.22981	0	0.581173	0.418827	0		0.70459	0.206267	0.0866275	0.00251501	0.140933	0.0804051	0.280556	0.498106	
Seg 12	794.833	160	16.5964	9.32461	7.27182	0	0.561844	0.438156	0		0.707361	0.20501	0.0850788	0.0025498	0.146675	0.0824169	0.278812	0.492097	
Seg 13	824.134	160	16.002	8.68957	7.31247	0	0.543029	0.456971	0		0.709925	0.203789	0.0836988	0.00258768	0.152232	0.0842967	0.277076	0.486395	
Seg 14	852.645	160	15.4673	8.11534	7.35194	0	0.524678	0.475322	0		0.712309	0.2026	0.0824622	0.0026283	0.157623	0.0860594	0.275353	0.480964	
Seg 15	880.448	160	14.983	7.59263	7.39041	0	0.506748	0.493252	0		0.714535	0.201445	0.0813484	0.00267142	0.162865	0.0877172	0.273647	0.475771	
Seg 16	907.612	160	14.542	7.11403	7.42801	0	0.489205	0.510795	0		0.716621	0.200321	0.0803411	0.00271682	0.16797	0.0892806	0.271959	0.47079	
Seg 17	934.194	160	14.1384	6.67353	7.46485	0	0.472015	0.527985	0		0.718582	0.199227	0.0794267	0.00276437	0.172951	0.0907585	0.270292	0.465999	
Seg 18	960.247	160	13.7672	6.26618	7.50104	0	0.455152	0.544848	0		0.72043	0.198162	0.078594	0.00281393	0.177817	0.0921586	0.268646	0.461378	
Seg 19	985.815	160	13.4246	5.8879	7.53665	0	0.438592	0.561408	0		0.722176	0.197125	0.0778336	0.00286542	0.182578	0.0934877	0.267022	0.456913	
Seg 20	1010.94	160	13.107	5.53528	7.57176	0	0.422313	0.577687	0		0.723829	0.196114	0.0771377	0.00291876	0.187241	0.0947516	0.265419	0.452589	
Seg 21	1032.23	160	12.8517	5.25008	7.60164	0	0.408512	0.591488	0		0.725184	0.195265	0.076585	0.00296611	0.191181	0.0957913	0.264057	0.44897	
Seg 22	1053.13	160	12.6126	4.98157	7.63106	0	0.394966	0.605034	0		0.726474	0.194437	0.076074	0.0030145	0.195039	0.0967843	0.262718	0.445459	
Seg 23	1073.66	160	12.3882	4.72812	7.66009	0	0.381663	0.618337	0		0.727704	0.193631	0.0756008	0.00306389	0.198817	0.0977339	0.261401	0.442048	
Seg 24	1093.84	160	12.1771	4.48832	7.68874	0	0.368588	0.631412	0		0.728878	0.192846	0.075162	0.00311425	0.202521	0.0986431	0.260106	0.43873	
Seg 25	1113.69	160	11.978	4.26095	7.71705	0	0.355731	0.644269	0		0.73	0.19208	0.0747547	0.00316555	0.206154	0.0995146	0.258833	0.435499	
Seg 26	1133.22	160	11.79	4.0449	7.74505	0	0.34308	0.65692	0		0.731073	0.191333	0.0743762	0.00321777	0.209721	0.100351	0.257579	0.432349	
Seg 27	1152.47	160	11.612	3.83924	7.77278	0	0.330626	0.669374	0		0.732101	0.190604	0.0740241	0.00327089	0.213225	0.101154	0.256346	0.429275	
Seg 28	1171.43	160	11.4433	3.64309	7.80024	0	0.318359	0.681641	0		0.733087	0.189892	0.0736965	0.00332489	0.216668	0.101927	0.255132	0.426272	
Seg 29	1190.13	160	11.2832	3.45571	7.82746	0	0.306271	0.693729	0		0.734032	0.189196	0.0733915	0.00337978	0.220055	0.10267	0.253937	0.423338	
Seg 30	1208.57	160	11.1309	3.27642	7.85446	0	0.294354	0.705646	0		0.73494	0.188517	0.0731074	0.00343552	0.223387	0.103386	0.25276	0.420466	


167.057   	300       	160       	218.905   	5470.28   	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	Y[3]	X[0]	X[1]	X[2]	X[3]	
Seg 0	300	160	49.83	43.6988	6.1312	0	0.876958	0.123042	0		0.608815	0.243486	0.144758	0.00294053	0.049567	0.0419361	0.27959	0.628907	
Seg 1	365.486	160	39.9139	33.6415	6.27242	0	0.842851	0.157149	0		0.62433	0.243901	0.129091	0.00267828	0.0617133	0.0503738	0.286016	0.601897	
Seg 2	421.681	160	34.0366	27.6583	6.37828	0	0.812605	0.187395	0		0.635404	0.243305	0.118746	0.00254588	0.072202	0.0571775	0.288355	0.582265	
Seg 3	471.656	160	30.0756	23.6111	6.46447	0	0.785059	0.214941	0		0.643959	0.242271	0.111295	0.00247486	0.0815543	0.0628903	0.288849	0.566707	
Seg 4	517.127	160	27.189	20.6508	6.53823	0	0.759527	0.240473	0		0.650908	0.241035	0.105619	0.00243823	0.090071	0.0678181	0.28839	0.553721	
Seg 5	559.165	160	24.972	18.3685	6.60348	0	0.735565	0.264435	0		0.65675	0.239705	0.101122	0.00242307	0.0979428	0.0721515	0.287399	0.542507	
Seg 6	598.484	160	23.204	16.5414	6.66256	0	0.71287	0.28713	0		0.661783	0.238339	0.0974554	0.00242243	0.105299	0.0760176	0.286095	0.532588	
Seg 7	635.588	160	21.7535	15.0365	6.71698	0	0.691223	0.308777	0		0.666201	0.236967	0.0943993	0.0024322	0.112232	0.0795058	0.284603	0.523659	
Seg 8	670.848	160	20.5371	13.7694	6.76775	0	0.670463	0.329537	0		0.670136	0.235606	0.0918078	0.0024498	0.11881	0.0826813	0.282998	0.515511	
Seg 9	704.546	160	19.4989	12.6833	6.81561	0	0.650463	0.349537	0		0.673681	0.234266	0.0895795	0.00247352	0.125085	0.0855937	0.281326	0.507996	
Seg 10	736.903	160	18.6	11.7389	6.86109	0	0.631125	0.368875	0		0.676904	0.232952	0.0876418	0.0025022	0.131097	0.0882811	0.279617	0.501005	
Seg 11	768.091	160	17.8123	10.9077	6.9046	0	0.612369	0.387631	0		0.679858	0.231667	0.0859407	0.00253499	0.13688	0.090774	0.27789	0.494456	
Seg 12	798.255	160	17.115	10.1686	6.94647	0	0.594131	0.405869	0		0.682582	0.230412	0.0844354	0.00257132	0.142461	0.0930967	0.276159	0.488283	
Seg 13	827.51	160	16.4925	9.50555	6.98693	0	0.576357	0.423643	0		0.685108	0.229187	0.0830945	0.00261072	0.14786	0.0952694	0.274433	0.482437	
Seg 14	855.955	160	15.9324	8.90625	7.02619	0	0.559001	0.440999	0		0.687461	0.227993	0.0818932	0.00265287	0.153098	0.0973086	0.272717	0.476877	
Seg 15	883.671	160	15.4254	8.36094	7.06442	0	0.542026	0.457974	0		0.689663	0.226828	0.0808115	0.0026975	0.158188	0.0992283	0.271016	0.471567	
Seg 16	910.729	160	14.9636	7.86182	7.10176	0	0.525397	0.474603	0		0.691729	0.225693	0.0798335	0.00274442	0.163145	0.10104	0.269333	0.466481	
Seg 17	937.19	160	14.5409	7.40258	7.13832	0	0.509087	0.490913	0		0.693676	0.224585	0.078946	0.00279348	0.16798	0.102755	0.267669	0.461596	
Seg 18	963.106	160	14.1523	6.97805	7.1742	0	0.49307	0.50693	0		0.695513	0.223504	0.078138	0.00284455	0.172703	0.104381	0.266026	0.45689	
Seg 19	988.524	160	13.7934	6.58395	7.20949	0	0.477325	0.522675	0		0.697252	0.222449	0.0774005	0.00289754	0.177323	0.105926	0.264404	0.452347	
