Results for well: RES1_INJ.out in the reservoir: RES1_INJ.out

time	BHP	Temp	q(Oil)	q(Water)
days	psi	F	stb/d	stb/d
486.127   	6000      	70        	0         	-2.40142  	
487.127   	6000      	70        	0         	-2.40403  	
488.127   	6000      	70        	0         	-2.40664  	
489.127   	6000      	70        	0         	-2.40927  	
490.127   	6000      	70        	0         	-2.41191  	
491.127   	6000      	70        	0         	-2.41456  	
492.127   	6000      	70        	0         	-2.41723  	
493.127   	6000      	70        	0         	-2.4199   	
494.127   	6000      	70        	0         	-2.42258  	
495.127   	6000      	70        	0         	-2.42526  	
496.127   	6000      	70        	0         	-2.42795  	
497.127   	6000      	70        	0         	-2.43064  	
498.127   	6000      	70        	0         	-2.43334  	
499.127   	6000      	70        	0         	-2.43604  	
500       	6000      	70        	0         	-2.4384   	
