Results for well: MSWell_1_Seg.out in the reservoir: MSWell_1_Seg.out

t	BHP	q(Gas)	q(Oil)	 q(Water)
days	psi	Mscf/d	stb/d	stb/d
0         	0         	-         	0         	0         	0         	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W
Seg 30	5229.23	167.863	6.7325	0.561158	3.05615	3.1152	0.0754465	0.457854	0.4667
Seg 31	5238.99	167.989	4.58716	0.393551	2.04612	2.1475	0.0857873	0.446056	0.468157
Seg 32	5249.91	167.954	4.58608	0.392626	2.04593	2.14752	0.0856059	0.446121	0.468273
Seg 33	5255.33	167.889	3.42551	0.30565	1.52819	1.59167	0.089218	0.446126	0.464656
Seg 34	5260.75	167.871	3.42508	0.305172	1.52824	1.59167	0.0890896	0.446197	0.464714
Seg 35	5266.18	167.854	3.42465	0.304695	1.52829	1.59166	0.0889615	0.446267	0.464772
Seg 36	5272.5	167.833	3.42416	0.304175	1.52832	1.59166	0.0888224	0.446339	0.464839
Seg 37	5274.74	167.505	2.20597	0.197778	1.00704	1.00114	0.089641	0.456517	0.453842
Seg 38	5276.98	167.499	2.20583	0.197537	1.0072	1.0011	0.0895371	0.456614	0.453849
Seg 39	5279.22	167.493	2.2057	0.197297	1.00735	1.00105	0.0894338	0.45671	0.453856
Seg 40	5282.49	167.483	2.20551	0.197025	1.00748	1.00101	0.0893179	0.456809	0.453873
Seg 41	4829.58	165.771	5.278	0.809654	2.13886	2.32948	0.130792	0.416063	0.453144
Seg 42	4845.01	165.741	5.2633	0.794978	2.13901	2.32932	0.128868	0.417015	0.454118
Seg 43	4855.58	167.396	3.83344	0.533447	1.61046	1.68953	0.113911	0.432429	0.453661
Seg 44	4866.15	167.369	3.82604	0.526069	1.61056	1.68942	0.11264	0.433077	0.454283
Seg 45	4876.72	167.341	3.81868	0.518723	1.61065	1.6893	0.111361	0.433729	0.45491
Seg 46	4888.38	167.313	3.81059	0.510657	1.61075	1.68919	0.109951	0.434447	0.455602
Seg 47	4896.68	168.398	2.38927	0.271996	1.06982	1.04745	0.0867797	0.461434	0.451787
Seg 48	4904.98	168.374	2.38557	0.268315	1.0699	1.04735	0.0858353	0.46195	0.452215
