Results for well: PROD_Seg.out in the reservoir: PROD_Seg.out

t	BHP	q(Gas)	q(Oil)
days	psi	Mscf/d	stb/d
0         	0         	-         	0         	0         	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	X[0]	X[1]	X[2]	
Seg 31	985.123	85.4	0.196047	0.0657348	0.130312	0	0.0941795	0.905821	0		0.959278	0.0400151	0.000706562	0.256574	0.115479	0.627947	
Seg 32	993.757	85.4	0.194735	0.0642903	0.130445	0	0.0928597	0.90714	0		0.959393	0.0398927	0.000714142	0.258474	0.115299	0.626227	
Seg 33	1002.4	85.4	0.193447	0.0628702	0.130577	0	0.0915468	0.908453	0		0.959505	0.0397731	0.000721854	0.260369	0.115118	0.624512	
Seg 34	1011.05	85.4	0.192184	0.061474	0.13071	0	0.0902408	0.909759	0		0.959614	0.0396562	0.0007297	0.26226	0.114937	0.622803	
Seg 35	1019.7	85.4	0.190944	0.0601011	0.130843	0	0.0889412	0.911059	0		0.95972	0.0395419	0.00073768	0.264147	0.114755	0.621098	
Seg 36	1028.37	85.4	0.189727	0.0587509	0.130976	0	0.0876479	0.912352	0		0.959824	0.0394303	0.000745796	0.266029	0.114572	0.619399	
Seg 37	1037.04	85.4	0.188532	0.0574229	0.131109	0	0.0863607	0.913639	0		0.959925	0.0393213	0.00075405	0.267907	0.114389	0.617704	
Seg 38	1045.72	85.4	0.18736	0.0561165	0.131243	0	0.0850793	0.914921	0		0.960023	0.0392147	0.000762443	0.26978	0.114205	0.616015	
Seg 39	1054.41	85.4	0.186209	0.0548313	0.131377	0	0.0838035	0.916197	0		0.960118	0.0391107	0.000770976	0.271649	0.11402	0.61433	
Seg 40	1063.1	85.4	0.185079	0.0535667	0.131512	0	0.0825331	0.917467	0		0.960211	0.039009	0.000779652	0.273514	0.113835	0.612651	
Seg 41	1071.8	85.4	0.183969	0.0523222	0.131647	0	0.0812679	0.918732	0		0.960302	0.0389097	0.000788471	0.275374	0.113649	0.610977	
Seg 42	1080.51	85.4	0.182879	0.0510974	0.131782	0	0.0800077	0.919992	0		0.96039	0.0388127	0.000797435	0.27723	0.113463	0.609307	
Seg 43	1089.23	85.4	0.181809	0.0498918	0.131917	0	0.0787523	0.921248	0		0.960475	0.038718	0.000806547	0.279081	0.113277	0.607642	
Seg 44	1097.95	85.4	0.180758	0.048705	0.132053	0	0.0775014	0.922499	0		0.960559	0.0386255	0.000815806	0.280928	0.11309	0.605983	
Seg 45	1106.68	85.4	0.179725	0.0475365	0.132189	0	0.0762548	0.923745	0		0.96064	0.0385353	0.000825216	0.28277	0.112902	0.604328	
Seg 46	1115.41	85.4	0.178711	0.0463859	0.132325	0	0.0750123	0.924988	0		0.960718	0.0384471	0.000834778	0.284608	0.112714	0.602677	
Seg 47	1124.15	85.4	0.177715	0.0452529	0.132462	0	0.0737738	0.926226	0		0.960794	0.0383611	0.000844493	0.286442	0.112526	0.601032	
Seg 48	1132.9	85.4	0.176736	0.044137	0.132599	0	0.0725389	0.927461	0		0.960869	0.0382771	0.000854364	0.288271	0.112338	0.599392	
Seg 49	1141.66	85.4	0.175774	0.0430378	0.132736	0	0.0713076	0.928692	0		0.96094	0.0381952	0.000864391	0.290095	0.112149	0.597756	
Seg 50	1150.42	85.4	0.174829	0.041955	0.132874	0	0.0700795	0.92992	0		0.96101	0.0381152	0.000874577	0.291915	0.11196	0.596125	


0.384877 0.101701 0.513422 0.384877 0.101701 0.513422 0.954124 0.0453411 0.000534743 0.197673 0.120235 0.682092 0.954362 0.0450991 0.000538863 0.199688 0.120107 0.680206 0.954595 0.0448622 0.000543095 0.201703 0.119975 0.678322 0.954822 0.0446306 0.000547432 0.203715 0.119841 0.676444 0.955044 0.0444043 0.000551873 0.205723 0.119704 0.674573 0.95526 0.0441832 0.00055642 0.207728 0.119564 0.672708 0.955472 0.0439671 0.000561073 0.209729 0.119422 0.670849 0.955678 0.0437559 0.000565832 0.211727 0.119278 0.668996 0.95588 0.0435494 0.000570698 0.21372 0.119131 0.667149 0.956077 0.0433476 0.000575672 0.21571 0.118982 0.665307 0.956269 0.0431504 0.000580755 0.217696 0.118831 0.663472 0.956456 0.0429576 0.000585947 0.219679 0.118678 0.661643 0.95664 0.0427691 0.000591249 0.221657 0.118524 0.659819 0.956819 0.0425848 0.000596661 0.223632 0.118367 0.658001 0.956993 0.0424047 0.000602186 0.225602 0.118208 0.656189 0.957164 0.0422286 0.000607822 0.227569 0.118048 0.654383 0.95733 0.0420565 0.000613573 0.229532 0.117886 0.652582 0.957492 0.0418882 0.000619437 0.23149 0.117722 0.650787 0.957651 0.0417237 0.000625417 0.233445 0.117557 0.648998 0.957806 0.0415629 0.000631513 0.235395 0.117391 0.647214 0.957957 0.0414057 0.000637727 0.237342 0.117223 0.645435 0.958104 0.041252 0.000644058 0.239284 0.117054 0.643662 0.958248 0.0411017 0.00065051 0.241222 0.116883 0.641895 0.958388 0.0409548 0.000657082 0.243156 0.116711 0.640133 0.958525 0.0408112 0.000663775 0.245086 0.116538 0.638376 0.958659 0.0406709 0.000670592 0.247011 0.116364 0.636624 0.958789 0.0405337 0.000677533 0.248932 0.116189 0.634878 0.958916 0.0403996 0.000684599 0.250849 0.116013 0.633138 0.95904 0.0402685 0.000691792 0.252762 0.115836 0.631402 0.959161 0.0401403 0.000699112 0.25467 0.115658 0.629672 0.959278 0.0400151 0.000706562 0.256574 0.115479 0.627947 0.959393 0.0398927 0.000714142 0.258474 0.115299 0.626227 0.959505 0.0397731 0.000721854 0.260369 0.115118 0.624512 0.959614 0.0396562 0.0007297 0.26226 0.114937 0.622803 0.95972 0.0395419 0.00073768 0.264147 0.114755 0.621098 0.959824 0.0394303 0.000745796 0.266029 0.114572 0.619399 0.959925 0.0393213 0.00075405 0.267907 0.114389 0.617704 0.960023 0.0392147 0.000762443 0.26978 0.114205 0.616015 0.960118 0.0391107 0.000770976 0.271649 0.11402 0.61433 0.960211 0.039009 0.000779652 0.273514 0.113835 0.612651 0.960302 0.0389097 0.000788471 0.275374 0.113649 0.610977 0.96039 0.0388127 0.000797435 0.27723 0.113463 0.609307 0.960475 0.038718 0.000806547 0.279081 0.113277 0.607642 0.960559 0.0386255 0.000815806 0.280928 0.11309 0.605983 0.96064 0.0385353 0.000825216 0.28277 0.112902 0.604328 0.960718 0.0384471 0.000834778 0.284608 0.112714 0.602677 0.960794 0.0383611 0.000844493 0.286442 0.112526 0.601032 0.960869 0.0382771 0.000854364 0.288271 0.112338 0.599392 0.96094 0.0381952 0.000864391 0.290095 0.112149 0.597756 0.96101 0.0381152 0.000874577 0.291915 0.11196 0.596125 5.82524   	725.189   	85.4      	6.14398   	1106.44   	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	X[0]	X[1]	X[2]	
Seg 0	725.189	85.4	1.40332	1.40332	0	0	1	0	0		0.383747	0.101828	0.514425	0.383747	0.101828	0.514425	
Seg 1	730.314	85.4	0.227774	0.112485	0.115289	0	0.493846	0.506154	0		0.954118	0.0453477	0.00053475	0.197677	0.120253	0.68207	
Seg 2	738.706	85.4	0.225527	0.110148	0.115379	0	0.131383	0.868617	0		0.954357	0.0451037	0.000538902	0.199707	0.120123	0.68017	
Seg 3	747.125	85.4	0.223328	0.107832	0.115496	0	0.12813	0.87187	0		0.954592	0.0448648	0.000543166	0.201737	0.11999	0.678273	
Seg 4	755.554	85.4	0.22118	0.105569	0.115611	0	0.126556	0.873444	0		0.954821	0.0446315	0.000547536	0.203763	0.119854	0.676382	
Seg 5	763.995	85.4	0.219081	0.103355	0.115726	0	0.125001	0.874999	0		0.955044	0.0444035	0.000552013	0.205786	0.119716	0.674498	
Seg 6	772.446	85.4	0.21703	0.101188	0.115842	0	0.123462	0.876538	0		0.955263	0.0441808	0.000556595	0.207805	0.119575	0.672621	
Seg 7	780.907	85.4	0.215024	0.0990669	0.115957	0	0.121936	0.878064	0		0.955476	0.0439632	0.000561285	0.20982	0.119431	0.670749	
Seg 8	789.379	85.4	0.213064	0.0969908	0.116073	0	0.120425	0.879575	0		0.955683	0.0437506	0.000566082	0.211831	0.119285	0.668884	
Seg 9	797.861	85.4	0.211147	0.0949579	0.116189	0	0.118928	0.881072	0		0.955886	0.0435428	0.000570988	0.213838	0.119137	0.667025	
Seg 10	806.353	85.4	0.209272	0.092967	0.116305	0	0.117444	0.882556	0		0.956084	0.0433397	0.000576002	0.215841	0.118987	0.665173	
Seg 11	814.855	85.4	0.207439	0.091017	0.116422	0	0.115973	0.884027	0		0.956278	0.0431413	0.000581126	0.21784	0.118834	0.663326	
Seg 12	823.366	85.4	0.205645	0.0891066	0.116538	0	0.114514	0.885486	0		0.956466	0.0429474	0.000586361	0.219835	0.11868	0.661485	
Seg 13	831.887	85.4	0.203889	0.0872346	0.116655	0	0.113068	0.886932	0		0.95665	0.0427579	0.000591706	0.221826	0.118523	0.659651	
Seg 14	840.418	85.4	0.202171	0.0854	0.116771	0	0.111634	0.888366	0		0.95683	0.0425727	0.000597163	0.223813	0.118365	0.657822	
Seg 15	848.958	85.4	0.20049	0.0836017	0.116888	0	0.110211	0.889789	0		0.957006	0.0423917	0.000602733	0.225795	0.118205	0.656	
Seg 16	857.506	85.4	0.198844	0.0818387	0.117006	0	0.1088	0.8912	0		0.957177	0.0422148	0.000608416	0.227774	0.118043	0.654183	
Seg 17	866.064	85.4	0.197233	0.0801099	0.117123	0	0.1074	0.8926	0		0.957344	0.0420419	0.000614214	0.229748	0.117879	0.652372	
Seg 18	874.631	85.4	0.195655	0.0784145	0.117241	0	0.106011	0.893989	0		0.957507	0.0418729	0.000620128	0.231718	0.117714	0.650567	
Seg 19	883.206	85.4	0.19411	0.0767515	0.117358	0	0.104632	0.895368	0		0.957666	0.0417077	0.000626157	0.233684	0.117548	0.648768	
Seg 20	891.79	85.4	0.192596	0.07512	0.117476	0	0.103263	0.896737	0		0.957821	0.0415462	0.000632304	0.235646	0.11738	0.646975	
Seg 21	900.383	85.4	0.191114	0.0735192	0.117595	0	0.101904	0.898096	0		0.957973	0.0413884	0.00063857	0.237603	0.11721	0.645187	
Seg 22	908.984	85.4	0.189661	0.0719482	0.117713	0	0.100554	0.899446	0		0.958121	0.0412342	0.000644955	0.239556	0.117039	0.643405	
Seg 23	917.593	85.4	0.188238	0.0704063	0.117832	0	0.0992141	0.900786	0		0.958265	0.0410834	0.00065146	0.241504	0.116867	0.641628	
Seg 24	926.211	85.4	0.186843	0.0688927	0.11795	0	0.0978831	0.902117	0		0.958406	0.0409361	0.000658087	0.243448	0.116694	0.639857	
Seg 25	934.836	85.4	0.185476	0.0674065	0.11807	0	0.0965608	0.903439	0		0.958543	0.0407921	0.000664837	0.245388	0.11652	0.638092	
Seg 26	943.47	85.4	0.184136	0.0659472	0.118189	0	0.095247	0.904753	0		0.958677	0.0406514	0.000671711	0.247323	0.116344	0.636332	
Seg 27	952.111	85.4	0.182822	0.0645141	0.118308	0	0.0939415	0.906058	0		0.958807	0.0405138	0.00067871	0.249254	0.116168	0.634578	
Seg 28	960.76	85.4	0.181535	0.0631063	0.118428	0	0.0926441	0.907356	0		0.958935	0.0403794	0.000685835	0.251181	0.11599	0.632829	
Seg 29	969.417	85.4	0.180272	0.0617234	0.118548	0	0.0913544	0.908646	0		0.959059	0.0402481	0.000693088	0.253102	0.115812	0.631086	
Seg 30	978.081	85.4	0.179033	0.0603646	0.118668	0	0.0900723	0.909928	0		0.95918	0.0401197	0.00070047	0.25502	0.115632	0.629348	
Seg 31	986.752	85.4	0.177818	0.0590293	0.118789	0	0.0887975	0.911203	0		0.959298	0.0399943	0.000707982	0.256933	0.115452	0.627615	
Seg 32	995.431	85.4	0.176627	0.057717	0.11891	0	0.0875297	0.91247	0		0.959413	0.0398717	0.000715626	0.258841	0.115271	0.625888	
Seg 33	1004.12	85.4	0.175458	0.0564271	0.119031	0	0.0862688	0.913731	0		0.959525	0.0397519	0.000723403	0.260745	0.115089	0.624166	
Seg 34	1012.81	85.4	0.174311	0.0551591	0.119152	0	0.0850145	0.914985	0		0.959634	0.0396349	0.000731314	0.262645	0.114906	0.622449	
Seg 35	1021.51	85.4	0.173186	0.0539123	0.119274	0	0.0837667	0.916233	0		0.95974	0.0395206	0.000739361	0.26454	0.114723	0.620737	
Seg 36	1030.22	85.4	0.172082	0.0526863	0.119395	0	0.0825249	0.917475	0		0.959844	0.0394089	0.000747545	0.26643	0.114539	0.619031	
Seg 37	1038.93	85.4	0.170998	0.0514806	0.119517	0	0.0812892	0.918711	0		0.959944	0.0392998	0.000755867	0.268316	0.114354	0.61733	
Seg 38	1047.65	85.4	0.169934	0.0502946	0.11964	0	0.0800591	0.919941	0		0.960042	0.0391933	0.00076433	0.270197	0.114169	0.615634	
Seg 39	1056.38	85.4	0.16889	0.049128	0.119762	0	0.0788346	0.921165	0		0.960138	0.0390892	0.000772935	0.272073	0.113983	0.613943	
Seg 40	1065.12	85.4	0.167865	0.0479802	0.119885	0	0.0776154	0.922385	0		0.960231	0.0389875	0.000781682	0.273945	0.113797	0.612258	
Seg 41	1073.86	85.4	0.166859	0.0468508	0.120008	0	0.0764013	0.923599	0		0.960321	0.0388883	0.000790575	0.275813	0.11361	0.610577	
Seg 42	1082.61	85.4	0.165871	0.0457394	0.120132	0	0.075192	0.924808	0		0.960409	0.0387913	0.000799614	0.277675	0.113423	0.608902	
Seg 43	1091.36	85.4	0.164901	0.0446455	0.120255	0	0.0739874	0.926013	0		0.960494	0.0386967	0.0008088	0.279534	0.113235	0.607231	
Seg 44	1100.12	85.4	0.163948	0.0435688	0.120379	0	0.0727873	0.927213	0		0.960578	0.0386043	0.000818137	0.281387	0.113047	0.605566	
Seg 45	1108.89	85.4	0.163012	0.0425088	0.120504	0	0.0715915	0.928409	0		0.960658	0.0385141	0.000827624	0.283236	0.112859	0.603905	
Seg 46	1117.66	85.4	0.162093	0.0414651	0.120628	0	0.0703996	0.9296	0		0.960737	0.0384261	0.000837265	0.285081	0.11267	0.60225	
Seg 47	1126.44	85.4	0.161191	0.0404375	0.120753	0	0.0692116	0.930788	0		0.960813	0.0383402	0.00084706	0.28692	0.112481	0.600599	
Seg 48	1135.23	85.4	0.160304	0.0394254	0.120878	0	0.0680273	0.931973	0		0.960887	0.0382564	0.000857011	0.288755	0.112291	0.598953	
Seg 49	1144.02	85.4	0.159432	0.0384287	0.121004	0	0.0668463	0.933154	0		0.960958	0.0381746	0.000867121	0.290586	0.112101	0.597313	
Seg 50	1152.82	85.4	0.158576	0.0374468	0.121129	0	0.0656686	0.934331	0		0.961028	0.0380948	0.00087739	0.292412	0.111911	0.595677	


0.383747 0.101828 0.514425 0.383747 0.101828 0.514425 0.954118 0.0453477 0.00053475 0.197677 0.120253 0.68207 0.954357 0.0451037 0.000538902 0.199707 0.120123 0.68017 0.954592 0.0448648 0.000543166 0.201737 0.11999 0.678273 0.954821 0.0446315 0.000547536 0.203763 0.119854 0.676382 0.955044 0.0444035 0.000552013 0.205786 0.119716 0.674498 0.955263 0.0441808 0.000556595 0.207805 0.119575 0.672621 0.955476 0.0439632 0.000561285 0.20982 0.119431 0.670749 0.955683 0.0437506 0.000566082 0.211831 0.119285 0.668884 0.955886 0.0435428 0.000570988 0.213838 0.119137 0.667025 0.956084 0.0433397 0.000576002 0.215841 0.118987 0.665173 0.956278 0.0431413 0.000581126 0.21784 0.118834 0.663326 0.956466 0.0429474 0.000586361 0.219835 0.11868 0.661485 0.95665 0.0427579 0.000591706 0.221826 0.118523 0.659651 0.95683 0.0425727 0.000597163 0.223813 0.118365 0.657822 0.957006 0.0423917 0.000602733 0.225795 0.118205 0.656 0.957177 0.0422148 0.000608416 0.227774 0.118043 0.654183 0.957344 0.0420419 0.000614214 0.229748 0.117879 0.652372 0.957507 0.0418729 0.000620128 0.231718 0.117714 0.650567 0.957666 0.0417077 0.000626157 0.233684 0.117548 0.648768 0.957821 0.0415462 0.000632304 0.235646 0.11738 0.646975 0.957973 0.0413884 0.00063857 0.237603 0.11721 0.645187 0.958121 0.0412342 0.000644955 0.239556 0.117039 0.643405 0.958265 0.0410834 0.00065146 0.241504 0.116867 0.641628 0.958406 0.0409361 0.000658087 0.243448 0.116694 0.639857 0.958543 0.0407921 0.000664837 0.245388 0.11652 0.638092 0.958677 0.0406514 0.000671711 0.247323 0.116344 0.636332 0.958807 0.0405138 0.00067871 0.249254 0.116168 0.634578 0.958935 0.0403794 0.000685835 0.251181 0.11599 0.632829 0.959059 0.0402481 0.000693088 0.253102 0.115812 0.631086 0.95918 0.0401197 0.00070047 0.25502 0.115632 0.629348 0.959298 0.0399943 0.000707982 0.256933 0.115452 0.627615 0.959413 0.0398717 0.000715626 0.258841 0.115271 0.625888 0.959525 0.0397519 0.000723403 0.260745 0.115089 0.624166 0.959634 0.0396349 0.000731314 0.262645 0.114906 0.622449 0.95974 0.0395206 0.000739361 0.26454 0.114723 0.620737 0.959844 0.0394089 0.000747545 0.26643 0.114539 0.619031 0.959944 0.0392998 0.000755867 0.268316 0.114354 0.61733 0.960042 0.0391933 0.00076433 0.270197 0.114169 0.615634 0.960138 0.0390892 0.000772935 0.272073 0.113983 0.613943 0.960231 0.0389875 0.000781682 0.273945 0.113797 0.612258 0.960321 0.0388883 0.000790575 0.275813 0.11361 0.610577 0.960409 0.0387913 0.000799614 0.277675 0.113423 0.608902 0.960494 0.0386967 0.0008088 0.279534 0.113235 0.607231 0.960578 0.0386043 0.000818137 0.281387 0.113047 0.605566 0.960658 0.0385141 0.000827624 0.283236 0.112859 0.603905 0.960737 0.0384261 0.000837265 0.285081 0.11267 0.60225 0.960813 0.0383402 0.00084706 0.28692 0.112481 0.600599 0.960887 0.0382564 0.000857011 0.288755 0.112291 0.598953 0.960958 0.0381746 0.000867121 0.290586 0.112101 0.597313 0.961028 0.0380948 0.00087739 0.292412 0.111911 0.595677 8.82524   	725.189   	85.4      	5.79755   	1048.29   	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	X[0]	X[1]	X[2]	
Seg 0	725.189	85.4	1.32874	1.32874	0	0	1	0	0		0.383172	0.101893	0.514935	0.383172	0.101893	0.514935	
Seg 1	730.323	85.4	0.215342	0.106124	0.109218	0	0.492818	0.507182	0		0.954114	0.0453511	0.000534753	0.197679	0.120263	0.682059	
Seg 2	738.751	85.4	0.21321	0.103855	0.109355	0	0.127363	0.872637	0		0.954355	0.0451059	0.000538923	0.199717	0.120132	0.680151	
Seg 3	747.205	85.4	0.211124	0.101664	0.10946	0	0.124227	0.875773	0		0.954591	0.0448661	0.000543205	0.201755	0.119998	0.678247	
Seg 4	755.669	85.4	0.209087	0.0995199	0.109567	0	0.122687	0.877313	0		0.954821	0.0446318	0.000547594	0.20379	0.119861	0.676349	
Seg 5	764.143	85.4	0.207097	0.0974219	0.109675	0	0.121167	0.878833	0		0.955045	0.0444029	0.000552089	0.20582	0.119722	0.674458	
Seg 6	772.628	85.4	0.205152	0.0953693	0.109782	0	0.119661	0.880339	0		0.955264	0.0441793	0.000556691	0.207847	0.11958	0.672573	
Seg 7	781.123	85.4	0.203251	0.0933605	0.10989	0	0.118169	0.881831	0		0.955478	0.0439609	0.000561401	0.209869	0.119436	0.670695	
Seg 8	789.628	85.4	0.201392	0.0913942	0.109998	0	0.116691	0.883309	0		0.955686	0.0437475	0.00056622	0.211888	0.119289	0.668824	
Seg 9	798.142	85.4	0.199576	0.0894691	0.110106	0	0.115227	0.884773	0		0.95589	0.043539	0.000571147	0.213902	0.11914	0.666958	
Seg 10	806.667	85.4	0.197799	0.087584	0.110215	0	0.113776	0.886224	0		0.956089	0.0433352	0.000576184	0.215912	0.118988	0.665099	
Seg 11	815.2	85.4	0.196061	0.0857377	0.110324	0	0.112338	0.887662	0		0.956282	0.0431362	0.00058133	0.217919	0.118835	0.663246	
Seg 12	823.744	85.4	0.194362	0.0839292	0.110433	0	0.110913	0.889087	0		0.956472	0.0429417	0.000586588	0.219921	0.11868	0.6614	
Seg 13	832.296	85.4	0.192699	0.0821571	0.110542	0	0.109499	0.890501	0		0.956656	0.0427516	0.000591957	0.221919	0.118522	0.659559	
Seg 14	840.857	85.4	0.191072	0.0804206	0.110651	0	0.108098	0.891902	0		0.956837	0.0425659	0.000597439	0.223912	0.118363	0.657725	
Seg 15	849.427	85.4	0.18948	0.0787186	0.110761	0	0.106708	0.893292	0		0.957013	0.0423844	0.000603034	0.225901	0.118202	0.655896	
Seg 16	858.007	85.4	0.187921	0.0770502	0.110871	0	0.105329	0.894671	0		0.957184	0.042207	0.000608743	0.227887	0.118039	0.654074	
Seg 17	866.594	85.4	0.186395	0.0754143	0.110981	0	0.103961	0.896039	0		0.957352	0.0420337	0.000614568	0.229867	0.117875	0.652258	
Seg 18	875.191	85.4	0.184902	0.07381	0.111092	0	0.102604	0.897396	0		0.957515	0.0418643	0.000620508	0.231844	0.117709	0.650447	
Seg 19	883.795	85.4	0.183439	0.0722366	0.111202	0	0.101257	0.898743	0		0.957675	0.0416987	0.000626565	0.233816	0.117542	0.648643	
Seg 20	892.408	85.4	0.182006	0.0706931	0.111313	0	0.0999197	0.90008	0		0.95783	0.0415369	0.00063274	0.235783	0.117373	0.646844	
Seg 21	901.029	85.4	0.180603	0.0691787	0.111424	0	0.0985924	0.901408	0		0.957982	0.0413788	0.000639034	0.237746	0.117203	0.645051	
Seg 22	909.659	85.4	0.179228	0.0676927	0.111536	0	0.0972745	0.902725	0		0.95813	0.0412243	0.000645449	0.239705	0.117031	0.643264	
Seg 23	918.296	85.4	0.177882	0.0662342	0.111647	0	0.0959659	0.904034	0		0.958275	0.0410733	0.000651984	0.241659	0.116858	0.641482	
Seg 24	926.941	85.4	0.176562	0.0648026	0.111759	0	0.0946662	0.905334	0		0.958416	0.0409257	0.000658641	0.243609	0.116684	0.639707	
Seg 25	935.594	85.4	0.175269	0.0633971	0.111872	0	0.0933751	0.906625	0		0.958553	0.0407815	0.000665422	0.245554	0.116509	0.637936	
Seg 26	944.254	85.4	0.174001	0.062017	0.111984	0	0.0920925	0.907908	0		0.958687	0.0406406	0.000672328	0.247495	0.116333	0.636172	
Seg 27	952.922	85.4	0.172758	0.0606617	0.112097	0	0.090818	0.909182	0		0.958818	0.0405028	0.000679359	0.249431	0.116156	0.634413	
Seg 28	961.597	85.4	0.17154	0.0593305	0.11221	0	0.0895514	0.910449	0		0.958945	0.0403683	0.000686517	0.251363	0.115977	0.63266	
Seg 29	970.28	85.4	0.170346	0.0580229	0.112323	0	0.0882925	0.911707	0		0.959069	0.0402368	0.000693803	0.25329	0.115798	0.630912	
Seg 30	978.97	85.4	0.169175	0.0567382	0.112436	0	0.0870411	0.912959	0		0.959191	0.0401083	0.000701219	0.255212	0.115618	0.62917	
Seg 31	987.667	85.4	0.168026	0.0554758	0.11255	0	0.0857968	0.914203	0		0.959309	0.0399827	0.000708766	0.25713	0.115437	0.627433	
Seg 32	996.371	85.4	0.166899	0.0542351	0.112664	0	0.0845596	0.91544	0		0.959423	0.0398601	0.000716445	0.259044	0.115255	0.625701	
Seg 33	1005.08	85.4	0.165794	0.0530157	0.112779	0	0.0833291	0.916671	0		0.959536	0.0397402	0.000724258	0.260952	0.115072	0.623975	
Seg 34	1013.8	85.4	0.16471	0.051817	0.112893	0	0.0821051	0.917895	0		0.959645	0.0396232	0.000732205	0.262856	0.114889	0.622254	
Seg 35	1022.52	85.4	0.163647	0.0506385	0.113008	0	0.0808874	0.919113	0		0.959751	0.0395088	0.000740289	0.264756	0.114705	0.620539	
Seg 36	1031.26	85.4	0.162603	0.0494797	0.113123	0	0.0796757	0.920324	0		0.959854	0.0393971	0.000748511	0.266651	0.11452	0.618829	
Seg 37	1039.99	85.4	0.161579	0.0483401	0.113239	0	0.07847	0.92153	0		0.959955	0.039288	0.000756872	0.268541	0.114335	0.617124	
Seg 38	1048.74	85.4	0.160574	0.0472192	0.113354	0	0.0772699	0.92273	0		0.960053	0.0391814	0.000765373	0.270426	0.114149	0.615425	
Seg 39	1057.49	85.4	0.159587	0.0461166	0.11347	0	0.0760752	0.923925	0		0.960149	0.0390773	0.000774017	0.272307	0.113963	0.61373	
Seg 40	1066.25	85.4	0.158619	0.0450319	0.113587	0	0.0748858	0.925114	0		0.960242	0.0389757	0.000782805	0.274183	0.113776	0.612041	
Seg 41	1075.01	85.4	0.157668	0.0439646	0.113703	0	0.0737013	0.926299	0		0.960332	0.0388764	0.000791738	0.276054	0.113588	0.610357	
Seg 42	1083.78	85.4	0.156735	0.0429144	0.11382	0	0.0725217	0.927478	0		0.96042	0.0387795	0.000800818	0.277921	0.1134	0.608679	
Seg 43	1092.56	85.4	0.155818	0.0418807	0.113937	0	0.0713467	0.928653	0		0.960505	0.0386849	0.000810047	0.279783	0.113212	0.607005	
Seg 44	1101.34	85.4	0.154918	0.0408633	0.114055	0	0.0701761	0.929824	0		0.960588	0.0385926	0.000819425	0.28164	0.113023	0.605336	
Seg 45	1110.13	85.4	0.154034	0.0398618	0.114172	0	0.0690096	0.93099	0		0.960669	0.0385025	0.000828956	0.283493	0.112834	0.603673	
Seg 46	1118.92	85.4	0.153166	0.0388758	0.11429	0	0.0678472	0.932153	0		0.960747	0.0384145	0.00083864	0.285341	0.112645	0.602014	
Seg 47	1127.72	85.4	0.152314	0.0379048	0.114409	0	0.0666885	0.933311	0		0.960823	0.0383287	0.000848479	0.287184	0.112455	0.600361	
Seg 48	1136.53	85.4	0.151476	0.0369487	0.114527	0	0.0655334	0.934467	0		0.960897	0.0382449	0.000858476	0.289023	0.112265	0.598712	
