Results for well: PROD_Seg.out in the reservoir: PROD_Seg.out

t	BHP	q(Gas)	q(Oil)
days	psi	Mscf/d	stb/d
0         	0         	-         	0         	0         	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	X[0]	X[1]	X[2]	
Seg 24	933.301	85.4	0.0947112	0.0349281	0.0597831	0	0.0667105	0.933289	0		0.958524	0.0408122	0.000663616	0.24504	0.116536	0.638424	
Seg 25	942.191	85.4	0.0940029	0.0341582	0.0598447	0	0.0657465	0.934254	0		0.958662	0.0406669	0.000670674	0.247034	0.116356	0.63661	
Seg 26	951.086	85.4	0.0933093	0.0334028	0.0599065	0	0.0647901	0.93521	0		0.958797	0.0405251	0.000677861	0.249022	0.116175	0.634803	
Seg 27	959.984	85.4	0.0926299	0.0326616	0.0599683	0	0.0638411	0.936159	0		0.958928	0.0403867	0.000685178	0.251005	0.115993	0.633002	
Seg 28	968.887	85.4	0.0919644	0.0319341	0.0600303	0	0.0628992	0.937101	0		0.959056	0.0402515	0.000692628	0.252982	0.11581	0.631208	
Seg 29	977.794	85.4	0.0913124	0.03122	0.0600924	0	0.0619643	0.938036	0		0.95918	0.0401196	0.00070021	0.254953	0.115626	0.629421	
Seg 30	986.705	85.4	0.0906736	0.0305189	0.0601546	0	0.0610362	0.938964	0		0.959301	0.0399908	0.000707926	0.256919	0.115441	0.62764	
Seg 31	995.62	85.4	0.0900475	0.0298305	0.060217	0	0.0601146	0.939885	0		0.959419	0.0398652	0.000715779	0.258879	0.115256	0.625865	
Seg 32	1004.54	85.4	0.0894337	0.0291575	0.0602762	0	0.0589192	0.941081	0		0.959534	0.0397424	0.00072377	0.260835	0.115069	0.624096	
Seg 33	1013.47	85.4	0.0888319	0.0284929	0.060339	0	0.0576922	0.942308	0		0.959645	0.0396226	0.000731902	0.262785	0.114882	0.622333	
Seg 34	1022.4	85.4	0.0882417	0.0278397	0.060402	0	0.0564824	0.943518	0		0.959754	0.0395057	0.000740176	0.26473	0.114694	0.620576	
Seg 35	1031.34	85.4	0.087663	0.0271978	0.0604652	0	0.0552895	0.944711	0		0.95986	0.0393915	0.000748594	0.26667	0.114506	0.618824	
Seg 36	1040.29	85.4	0.0870953	0.0265669	0.0605284	0	0.054113	0.945887	0		0.959963	0.03928	0.000757157	0.268605	0.114317	0.617079	
Seg 37	1049.24	85.4	0.0865385	0.0259467	0.0605919	0	0.0529527	0.947047	0		0.960063	0.0391712	0.000765867	0.270535	0.114127	0.615338	
Seg 38	1058.2	85.4	0.0859923	0.0253369	0.0606554	0	0.0518083	0.948192	0		0.96016	0.0390651	0.000774725	0.272459	0.113937	0.613604	
Seg 39	1067.16	85.4	0.0854564	0.0247373	0.0607191	0	0.0506793	0.949321	0		0.960255	0.0389615	0.000783732	0.274379	0.113746	0.611875	
Seg 40	1076.13	85.4	0.0849306	0.0241477	0.060783	0	0.0495654	0.950435	0		0.960347	0.0388604	0.00079289	0.276293	0.113554	0.610152	
Seg 41	1085.1	85.4	0.0844147	0.0235677	0.0608469	0	0.0484665	0.951534	0		0.960436	0.0387618	0.000802201	0.278203	0.113362	0.608435	
Seg 42	1094.08	85.4	0.0839083	0.0229973	0.0609111	0	0.047382	0.952618	0		0.960523	0.0386655	0.000811666	0.280107	0.11317	0.606723	
Seg 43	1103.06	85.4	0.0834114	0.0224361	0.0609753	0	0.0463118	0.953688	0		0.960607	0.0385717	0.000821288	0.282005	0.112978	0.605017	
Seg 44	1112.05	85.4	0.0829236	0.0218839	0.0610398	0	0.0452555	0.954744	0		0.960689	0.0384801	0.000831066	0.283899	0.112785	0.603317	
Seg 45	1121.04	85.4	0.0824449	0.0213405	0.0611043	0	0.0442129	0.955787	0		0.960768	0.0383909	0.000841004	0.285787	0.112591	0.601622	
Seg 46	1130.04	85.4	0.0819749	0.0208058	0.061169	0	0.0431836	0.956816	0		0.960845	0.0383038	0.000851102	0.28767	0.112398	0.599932	
Seg 47	1139.04	85.4	0.0815134	0.0202795	0.0612339	0	0.0421674	0.957833	0		0.96092	0.038219	0.000861363	0.289548	0.112204	0.598248	
Seg 48	1148.05	85.4	0.0810603	0.0197615	0.0612989	0	0.041164	0.958836	0		0.960992	0.0381363	0.000871787	0.29142	0.11201	0.59657	
Seg 49	1157.06	85.4	0.0806155	0.0192514	0.061364	0	0.0401732	0.959827	0		0.961062	0.0380556	0.000882378	0.293287	0.111816	0.594897	
Seg 50	1166.07	85.4	0.0801786	0.0187492	0.0614293	0	0.0391947	0.960805	0		0.96113	0.0379771	0.000893136	0.295149	0.111621	0.59323	


0.385914 0.101584 0.512501 0.385914 0.101584 0.512501 0.95413 0.0453355 0.000534736 0.197669 0.120219 0.682112 0.954379 0.0450816 0.000539066 0.199785 0.120085 0.68013 0.954623 0.0448338 0.000543513 0.201899 0.119947 0.678154 0.95486 0.044592 0.000548071 0.204007 0.119807 0.676187 0.955091 0.0443561 0.000552742 0.20611 0.119663 0.674227 0.955317 0.0441259 0.000557525 0.208208 0.119517 0.672275 0.955536 0.0439014 0.000562422 0.2103 0.119368 0.670332 0.95575 0.0436823 0.000567432 0.212387 0.119217 0.668396 0.955959 0.0434685 0.000572556 0.214469 0.119063 0.666468 0.956162 0.0432598 0.000577795 0.216545 0.118907 0.664547 0.956361 0.0430562 0.00058315 0.218616 0.118749 0.662634 0.956554 0.0428575 0.00058862 0.220682 0.118589 0.660729 0.956742 0.0426635 0.000594207 0.222742 0.118427 0.658831 0.956926 0.0424742 0.000599912 0.224797 0.118263 0.65694 0.957105 0.0422894 0.000605735 0.226846 0.118097 0.655057 0.957279 0.042109 0.000611677 0.22889 0.11793 0.653181 0.957449 0.0419329 0.00061774 0.230928 0.117761 0.651312 0.957615 0.041761 0.000623923 0.232961 0.11759 0.64945 0.957777 0.0415932 0.000630228 0.234988 0.117417 0.647595 0.957934 0.0414294 0.000636656 0.237009 0.117244 0.645747 0.958087 0.0412695 0.000643207 0.239025 0.117069 0.643906 0.958237 0.0411134 0.000649884 0.241036 0.116892 0.642072 0.958382 0.040961 0.000656686 0.243041 0.116715 0.640245 0.958524 0.0408122 0.000663616 0.24504 0.116536 0.638424 0.958662 0.0406669 0.000670674 0.247034 0.116356 0.63661 0.958797 0.0405251 0.000677861 0.249022 0.116175 0.634803 0.958928 0.0403867 0.000685178 0.251005 0.115993 0.633002 0.959056 0.0402515 0.000692628 0.252982 0.11581 0.631208 0.95918 0.0401196 0.00070021 0.254953 0.115626 0.629421 0.959301 0.0399908 0.000707926 0.256919 0.115441 0.62764 0.959419 0.0398652 0.000715779 0.258879 0.115256 0.625865 0.959534 0.0397424 0.00072377 0.260835 0.115069 0.624096 0.959645 0.0396226 0.000731902 0.262785 0.114882 0.622333 0.959754 0.0395057 0.000740176 0.26473 0.114694 0.620576 0.95986 0.0393915 0.000748594 0.26667 0.114506 0.618824 0.959963 0.03928 0.000757157 0.268605 0.114317 0.617079 0.960063 0.0391712 0.000765867 0.270535 0.114127 0.615338 0.96016 0.0390651 0.000774725 0.272459 0.113937 0.613604 0.960255 0.0389615 0.000783732 0.274379 0.113746 0.611875 0.960347 0.0388604 0.00079289 0.276293 0.113554 0.610152 0.960436 0.0387618 0.000802201 0.278203 0.113362 0.608435 0.960523 0.0386655 0.000811666 0.280107 0.11317 0.606723 0.960607 0.0385717 0.000821288 0.282005 0.112978 0.605017 0.960689 0.0384801 0.000831066 0.283899 0.112785 0.603317 0.960768 0.0383909 0.000841004 0.285787 0.112591 0.601622 0.960845 0.0383038 0.000851102 0.28767 0.112398 0.599932 0.96092 0.038219 0.000861363 0.289548 0.112204 0.598248 0.960992 0.0381363 0.000871787 0.29142 0.11201 0.59657 0.961062 0.0380556 0.000882378 0.293287 0.111816 0.594897 0.96113 0.0379771 0.000893136 0.295149 0.111621 0.59323 290.825   	725.189   	85.4      	3.14515   	557.498   	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	X[0]	X[1]	X[2]	
Seg 0	725.189	85.4	0.708425	0.708425	0	0	1	0	0		0.385993	0.101576	0.512431	0.385993	0.101576	0.512431	
Seg 1	730.276	85.4	0.115679	0.05759	0.0580886	0	0.497845	0.502155	0		0.95413	0.0453351	0.000534735	0.197668	0.120218	0.682114	
Seg 2	739.029	85.4	0.114486	0.0563225	0.0581637	0	0.0911171	0.908883	0		0.95438	0.0450811	0.000539067	0.199785	0.120084	0.680131	
Seg 3	747.799	85.4	0.113322	0.0550998	0.0582223	0	0.0889314	0.911069	0		0.954623	0.0448332	0.000543514	0.201899	0.119946	0.678155	
Seg 4	756.575	85.4	0.112187	0.053905	0.0582815	0	0.0877483	0.912252	0		0.954861	0.0445914	0.000548074	0.204008	0.119805	0.676187	
Seg 5	765.358	85.4	0.111079	0.0527378	0.0583408	0	0.0865801	0.91342	0		0.955092	0.0443555	0.000552746	0.206112	0.119662	0.674227	
Seg 6	774.147	85.4	0.109997	0.0515971	0.0584001	0	0.0854252	0.914575	0		0.955317	0.0441253	0.00055753	0.20821	0.119516	0.672275	
Seg 7	782.943	85.4	0.108942	0.0504822	0.0584596	0	0.0842833	0.915717	0		0.955537	0.0439007	0.000562428	0.210303	0.119367	0.67033	
Seg 8	791.745	85.4	0.107911	0.0493922	0.0585191	0	0.0831539	0.916846	0		0.955751	0.0436816	0.000567439	0.21239	0.119216	0.668394	
Seg 9	800.554	85.4	0.106905	0.0483263	0.0585788	0	0.0820367	0.917963	0		0.95596	0.0434678	0.000572565	0.214472	0.119062	0.666466	
Seg 10	809.368	85.4	0.105922	0.0472837	0.0586385	0	0.0809315	0.919069	0		0.956163	0.0432591	0.000577805	0.216549	0.118906	0.664545	
Seg 11	818.189	85.4	0.104962	0.0462637	0.0586983	0	0.0798378	0.920162	0		0.956361	0.0430555	0.000583161	0.218621	0.118748	0.662631	
Seg 12	827.015	85.4	0.104024	0.0452656	0.0587583	0	0.0787553	0.921245	0		0.956555	0.0428567	0.000588633	0.220687	0.118588	0.660725	
Seg 13	835.847	85.4	0.103107	0.0442887	0.0588183	0	0.0776837	0.922316	0		0.956743	0.0426627	0.000594221	0.222747	0.118426	0.658827	
Seg 14	844.684	85.4	0.102211	0.0433324	0.0588784	0	0.0766228	0.923377	0		0.956927	0.0424734	0.000599927	0.224802	0.118262	0.656936	
Seg 15	853.527	85.4	0.101335	0.0423961	0.0589386	0	0.0755723	0.924428	0		0.957106	0.0422886	0.000605752	0.226852	0.118096	0.655052	
Seg 16	862.375	85.4	0.100478	0.0414791	0.0589989	0	0.0745317	0.925468	0		0.95728	0.0421082	0.000611695	0.228896	0.117928	0.653176	
Seg 17	871.229	85.4	0.0996402	0.0405809	0.0590594	0	0.073501	0.926499	0		0.95745	0.0419321	0.000617759	0.230934	0.117759	0.651306	
Seg 18	880.087	85.4	0.0988208	0.0397009	0.0591199	0	0.0724797	0.92752	0		0.957616	0.0417602	0.000623944	0.232967	0.117588	0.649444	
Seg 19	888.951	85.4	0.0980191	0.0388385	0.0591806	0	0.0714677	0.928532	0		0.957777	0.0415924	0.00063025	0.234995	0.117416	0.647589	
Seg 20	897.819	85.4	0.0972347	0.0379934	0.0592413	0	0.0704647	0.929535	0		0.957935	0.0414286	0.00063668	0.237017	0.117242	0.645741	
Seg 21	906.693	85.4	0.0964671	0.0371649	0.0593022	0	0.0694705	0.93053	0		0.958088	0.0412686	0.000643233	0.239033	0.117067	0.6439	
Seg 22	915.571	85.4	0.0957158	0.0363526	0.0593632	0	0.0684847	0.931515	0		0.958238	0.0411125	0.000649911	0.241044	0.116891	0.642065	
Seg 23	924.453	85.4	0.0949803	0.0355561	0.0594243	0	0.0675072	0.932493	0		0.958383	0.0409601	0.000656716	0.243049	0.116713	0.640237	
Seg 24	933.34	85.4	0.0942603	0.0347748	0.0594855	0	0.0665378	0.933462	0		0.958525	0.0408113	0.000663647	0.245049	0.116534	0.638417	
Seg 25	942.232	85.4	0.0935553	0.0340085	0.0595468	0	0.0655762	0.934424	0		0.958663	0.040666	0.000670706	0.247043	0.116354	0.636602	
Seg 26	951.128	85.4	0.0928648	0.0332566	0.0596083	0	0.0646221	0.935378	0		0.958798	0.0405242	0.000677895	0.249032	0.116173	0.634795	
Seg 27	960.028	85.4	0.0921885	0.0325187	0.0596698	0	0.0636754	0.936325	0		0.958929	0.0403858	0.000685214	0.251015	0.115991	0.632994	
Seg 28	968.932	85.4	0.0915261	0.0317946	0.0597315	0	0.062736	0.937264	0		0.959057	0.0402507	0.000692666	0.252992	0.115808	0.6312	
Seg 29	977.84	85.4	0.0908771	0.0310837	0.0597933	0	0.0618034	0.938197	0		0.959181	0.0401188	0.00070025	0.254964	0.115624	0.629412	
Seg 30	986.752	85.4	0.0902411	0.0303859	0.0598552	0	0.0608776	0.939122	0		0.959302	0.03999	0.000707968	0.25693	0.11544	0.627631	
Seg 31	995.669	85.4	0.0896179	0.0297041	0.0599138	0	0.0599506	0.940049	0		0.95942	0.0398643	0.000715822	0.25889	0.115254	0.625856	
Seg 32	1004.59	85.4	0.0890069	0.0290307	0.0599762	0	0.0587107	0.941289	0		0.959535	0.0397416	0.000723816	0.260846	0.115068	0.624087	
Seg 33	1013.52	85.4	0.0884078	0.0283691	0.0600388	0	0.0574882	0.942512	0		0.959646	0.0396218	0.00073195	0.262796	0.114881	0.622323	
Seg 34	1022.46	85.4	0.0878203	0.0277189	0.0601015	0	0.0562828	0.943717	0		0.959755	0.0395048	0.000740227	0.264742	0.114693	0.620566	
Seg 35	1031.4	85.4	0.0872442	0.0270799	0.0601643	0	0.0550942	0.944906	0		0.959861	0.0393906	0.000748648	0.266682	0.114504	0.618814	
Seg 36	1040.35	85.4	0.0866791	0.0264519	0.0602273	0	0.0539221	0.946078	0		0.959964	0.0392792	0.000757213	0.268617	0.114315	0.617068	
Seg 37	1049.3	85.4	0.0861249	0.0258345	0.0602904	0	0.0527661	0.947234	0		0.960064	0.0391704	0.000765925	0.270547	0.114125	0.615327	
Seg 38	1058.26	85.4	0.0855812	0.0252275	0.0603536	0	0.0516259	0.948374	0		0.960161	0.0390642	0.000774785	0.272472	0.113935	0.613593	
Seg 39	1067.22	85.4	0.0850477	0.0246307	0.060417	0	0.0505011	0.949499	0		0.960256	0.0389606	0.000783795	0.274392	0.113744	0.611864	
Seg 40	1076.19	85.4	0.0845243	0.0240438	0.0604806	0	0.0493914	0.950609	0		0.960347	0.0388596	0.000792956	0.276307	0.113553	0.61014	
Seg 41	1085.17	85.4	0.0840107	0.0234665	0.0605442	0	0.0482966	0.951703	0		0.960437	0.0387609	0.000802269	0.278216	0.113361	0.608423	
Seg 42	1094.15	85.4	0.0835067	0.0228987	0.0606081	0	0.0472162	0.952784	0		0.960524	0.0386647	0.000811737	0.280121	0.113169	0.606711	
Seg 43	1103.13	85.4	0.0830121	0.0223401	0.060672	0	0.04615	0.95385	0		0.960608	0.0385709	0.000821361	0.28202	0.112976	0.605004	
Seg 44	1112.12	85.4	0.0825266	0.0217905	0.0607361	0	0.0450977	0.954902	0		0.960689	0.0384794	0.000831142	0.283913	0.112783	0.603304	
Seg 45	1121.12	85.4	0.08205	0.0212496	0.0608004	0	0.0440591	0.955941	0		0.960769	0.0383901	0.000841082	0.285802	0.11259	0.601609	
Seg 46	1130.11	85.4	0.0815822	0.0207174	0.0608648	0	0.0430337	0.956966	0		0.960846	0.0383031	0.000851183	0.287685	0.112396	0.599919	
Seg 47	1139.12	85.4	0.0811229	0.0201935	0.0609293	0	0.0420214	0.957979	0		0.96092	0.0382182	0.000861446	0.289563	0.112202	0.598235	
Seg 48	1148.12	85.4	0.0806719	0.0196779	0.060994	0	0.0410219	0.958978	0		0.960993	0.0381355	0.000871874	0.291435	0.112008	0.596556	
Seg 49	1157.13	85.4	0.0802291	0.0191702	0.0610588	0	0.0400349	0.959965	0		0.961063	0.0380549	0.000882467	0.293303	0.111814	0.594883	
Seg 50	1166.15	85.4	0.0797942	0.0186704	0.0611238	0	0.0390601	0.96094	0		0.96113	0.0379763	0.000893228	0.295165	0.111619	0.593216	


0.385993 0.101576 0.512431 0.385993 0.101576 0.512431 0.95413 0.0453351 0.000534735 0.197668 0.120218 0.682114 0.95438 0.0450811 0.000539067 0.199785 0.120084 0.680131 0.954623 0.0448332 0.000543514 0.201899 0.119946 0.678155 0.954861 0.0445914 0.000548074 0.204008 0.119805 0.676187 0.955092 0.0443555 0.000552746 0.206112 0.119662 0.674227 0.955317 0.0441253 0.00055753 0.20821 0.119516 0.672275 0.955537 0.0439007 0.000562428 0.210303 0.119367 0.67033 0.955751 0.0436816 0.000567439 0.21239 0.119216 0.668394 0.95596 0.0434678 0.000572565 0.214472 0.119062 0.666466 0.956163 0.0432591 0.000577805 0.216549 0.118906 0.664545 0.956361 0.0430555 0.000583161 0.218621 0.118748 0.662631 0.956555 0.0428567 0.000588633 0.220687 0.118588 0.660725 0.956743 0.0426627 0.000594221 0.222747 0.118426 0.658827 0.956927 0.0424734 0.000599927 0.224802 0.118262 0.656936 0.957106 0.0422886 0.000605752 0.226852 0.118096 0.655052 0.95728 0.0421082 0.000611695 0.228896 0.117928 0.653176 0.95745 0.0419321 0.000617759 0.230934 0.117759 0.651306 0.957616 0.0417602 0.000623944 0.232967 0.117588 0.649444 0.957777 0.0415924 0.00063025 0.234995 0.117416 0.647589 0.957935 0.0414286 0.00063668 0.237017 0.117242 0.645741 0.958088 0.0412686 0.000643233 0.239033 0.117067 0.6439 0.958238 0.0411125 0.000649911 0.241044 0.116891 0.642065 0.958383 0.0409601 0.000656716 0.243049 0.116713 0.640237 0.958525 0.0408113 0.000663647 0.245049 0.116534 0.638417 0.958663 0.040666 0.000670706 0.247043 0.116354 0.636602 0.958798 0.0405242 0.000677895 0.249032 0.116173 0.634795 0.958929 0.0403858 0.000685214 0.251015 0.115991 0.632994 0.959057 0.0402507 0.000692666 0.252992 0.115808 0.6312 0.959181 0.0401188 0.00070025 0.254964 0.115624 0.629412 0.959302 0.03999 0.000707968 0.25693 0.11544 0.627631 0.95942 0.0398643 0.000715822 0.25889 0.115254 0.625856 0.959535 0.0397416 0.000723816 0.260846 0.115068 0.624087 0.959646 0.0396218 0.00073195 0.262796 0.114881 0.622323 0.959755 0.0395048 0.000740227 0.264742 0.114693 0.620566 0.959861 0.0393906 0.000748648 0.266682 0.114504 0.618814 0.959964 0.0392792 0.000757213 0.268617 0.114315 0.617068 0.960064 0.0391704 0.000765925 0.270547 0.114125 0.615327 0.960161 0.0390642 0.000774785 0.272472 0.113935 0.613593 0.960256 0.0389606 0.000783795 0.274392 0.113744 0.611864 0.960347 0.0388596 0.000792956 0.276307 0.113553 0.61014 0.960437 0.0387609 0.000802269 0.278216 0.113361 0.608423 0.960524 0.0386647 0.000811737 0.280121 0.113169 0.606711 0.960608 0.0385709 0.000821361 0.28202 0.112976 0.605004 0.960689 0.0384794 0.000831142 0.283913 0.112783 0.603304 0.960769 0.0383901 0.000841082 0.285802 0.11259 0.601609 0.960846 0.0383031 0.000851183 0.287685 0.112396 0.599919 0.96092 0.0382182 0.000861446 0.289563 0.112202 0.598235 0.960993 0.0381355 0.000871874 0.291435 0.112008 0.596556 0.961063 0.0380549 0.000882467 0.293303 0.111814 0.594883 0.96113 0.0379763 0.000893228 0.295165 0.111619 0.593216 293.825   	725.189   	85.4      	3.13226   	554.787   	

Seg No.	BHP	Temp	Vm(m/s)	Vsg	Vso	Vsw	alpha_G	alpha_O	alpha_W	Y[0]	Y[1]	Y[2]	X[0]	X[1]	X[2]	
Seg 0	725.189	85.4	0.704973	0.704973	0	0	1	0	0		0.386101	0.101563	0.512336	0.386101	0.101563	0.512336	
Seg 1	730.274	85.4	0.115149	0.0573482	0.0578005	0	0.498036	0.501964	0		0.954131	0.0453344	0.000534735	0.197668	0.120216	0.682116	
Seg 2	739.03	85.4	0.113961	0.0560829	0.0578785	0	0.090897	0.909103	0		0.95438	0.0450805	0.000539067	0.199785	0.120082	0.680133	
Seg 3	747.801	85.4	0.112802	0.0548656	0.0579366	0	0.0887169	0.911283	0		0.954624	0.0448325	0.000543516	0.2019	0.119944	0.678156	
Seg 4	756.579	85.4	0.111672	0.0536761	0.0579955	0	0.0875364	0.912464	0		0.954861	0.0445907	0.000548076	0.204009	0.119804	0.676187	
Seg 5	765.363	85.4	0.110568	0.0525139	0.0580544	0	0.0863708	0.913629	0		0.955093	0.0443547	0.000552749	0.206113	0.11966	0.674227	
Seg 6	774.155	85.4	0.109492	0.0513782	0.0581134	0	0.0852185	0.914782	0		0.955318	0.0441245	0.000557534	0.208212	0.119514	0.672274	
Seg 7	782.953	85.4	0.108441	0.0502682	0.0581725	0	0.0840791	0.915921	0		0.955538	0.0439	0.000562433	0.210305	0.119365	0.67033	
Seg 8	791.757	85.4	0.107415	0.049183	0.0582317	0	0.0829523	0.917048	0		0.955752	0.0436808	0.000567446	0.212393	0.119214	0.668393	
Seg 9	800.567	85.4	0.106413	0.0481217	0.058291	0	0.0818377	0.918162	0		0.95596	0.043467	0.000572572	0.214475	0.11906	0.666464	
Seg 10	809.383	85.4	0.105434	0.0470837	0.0583504	0	0.080735	0.919265	0		0.956164	0.0432583	0.000577814	0.216552	0.118905	0.664543	
Seg 11	818.205	85.4	0.104478	0.0460682	0.0584099	0	0.0796438	0.920356	0		0.956362	0.0430546	0.00058317	0.218624	0.118747	0.662629	
Seg 12	827.033	85.4	0.103544	0.0450746	0.0584695	0	0.0785639	0.921436	0		0.956555	0.0428559	0.000588643	0.220691	0.118586	0.660723	
Seg 13	835.867	85.4	0.102631	0.044102	0.0585291	0	0.0774948	0.922505	0		0.956744	0.0426619	0.000594233	0.222751	0.118424	0.658824	
Seg 14	844.706	85.4	0.101739	0.04315	0.0585889	0	0.0764364	0.923564	0		0.956928	0.0424726	0.000599941	0.224807	0.11826	0.656933	
Seg 15	853.55	85.4	0.100867	0.0422178	0.0586488	0	0.0753883	0.924612	0		0.957106	0.0422877	0.000605766	0.226857	0.118094	0.655049	
Seg 16	862.4	85.4	0.100014	0.0413048	0.0587088	0	0.0743503	0.92565	0		0.957281	0.0421073	0.000611711	0.228901	0.117927	0.653172	
Seg 17	871.255	85.4	0.0991794	0.0404106	0.0587688	0	0.073322	0.926678	0		0.957451	0.0419312	0.000617776	0.23094	0.117758	0.651302	
Seg 18	880.115	85.4	0.0983635	0.0395345	0.058829	0	0.0723032	0.927697	0		0.957617	0.0417593	0.000623962	0.232973	0.117587	0.64944	
Seg 19	888.98	85.4	0.0975654	0.038676	0.0588893	0	0.0712937	0.928706	0		0.957778	0.0415915	0.00063027	0.235001	0.117415	0.647584	
Seg 20	897.85	85.4	0.0967844	0.0378346	0.0589497	0	0.0702931	0.929707	0		0.957936	0.0414277	0.000636701	0.237024	0.117241	0.645736	
Seg 21	906.725	85.4	0.0960201	0.0370099	0.0590103	0	0.0693013	0.930699	0		0.958089	0.0412678	0.000643256	0.23904	0.117066	0.643894	
Seg 22	915.605	85.4	0.0952721	0.0362012	0.0590709	0	0.068318	0.931682	0		0.958238	0.0411117	0.000649936	0.241051	0.116889	0.642059	
Seg 23	924.489	85.4	0.0945399	0.0354083	0.0591317	0	0.067343	0.932657	0		0.958384	0.0409592	0.000656741	0.243057	0.116712	0.640231	
Seg 24	933.377	85.4	0.093823	0.0346305	0.0591925	0	0.0663759	0.933624	0		0.958526	0.0408104	0.000663674	0.245057	0.116533	0.63841	
Seg 25	942.27	85.4	0.0931211	0.0338676	0.0592535	0	0.0654167	0.934583	0		0.958664	0.0406652	0.000670735	0.247051	0.116353	0.636596	
Seg 26	951.167	85.4	0.0924337	0.0331191	0.0593146	0	0.0644651	0.935535	0		0.958799	0.0405234	0.000677925	0.24904	0.116172	0.634788	
Seg 27	960.068	85.4	0.0917604	0.0323846	0.0593758	0	0.0635208	0.936479	0		0.95893	0.040385	0.000685246	0.251023	0.11599	0.632987	
Seg 28	968.974	85.4	0.0911009	0.0316637	0.0594372	0	0.0625837	0.937416	0		0.959057	0.0402498	0.000692699	0.253001	0.115807	0.631193	
Seg 29	977.883	85.4	0.0904547	0.0309561	0.0594986	0	0.0616536	0.938346	0		0.959182	0.0401179	0.000700285	0.254973	0.115623	0.629404	
Seg 30	986.797	85.4	0.0898216	0.0302613	0.0595602	0	0.0607302	0.93927	0		0.959303	0.0399892	0.000708005	0.256939	0.115438	0.627623	
Seg 31	995.715	85.4	0.0892011	0.0295841	0.059617	0	0.0597559	0.940244	0		0.959421	0.0398635	0.000715861	0.2589	0.115253	0.625848	
Seg 32	1004.64	85.4	0.0885927	0.0289136	0.0596791	0	0.0585204	0.94148	0		0.959535	0.0397408	0.000723857	0.260856	0.115066	0.624078	
Seg 33	1013.57	85.4	0.0879963	0.0282549	0.0597414	0	0.0573022	0.942698	0		0.959647	0.039621	0.000731993	0.262806	0.114879	0.622314	
Seg 34	1022.51	85.4	0.0874114	0.0276076	0.0598038	0	0.0561011	0.943899	0		0.959756	0.039504	0.000740272	0.264752	0.114691	0.620557	
Seg 35	1031.45	85.4	0.0868378	0.0269715	0.0598663	0	0.0549168	0.945083	0		0.959861	0.0393898	0.000748695	0.266693	0.114503	0.618805	
Seg 36	1040.4	85.4	0.0862752	0.0263463	0.059929	0	0.0537489	0.946251	0		0.959964	0.0392784	0.000757262	0.268628	0.114313	0.617058	
Seg 37	1049.35	85.4	0.0857234	0.0257316	0.0599918	0	0.0525971	0.947403	0		0.960064	0.0391696	0.000765977	0.270559	0.114124	0.615318	
Seg 38	1058.31	85.4	0.0851821	0.0251273	0.0600547	0	0.051461	0.948539	0		0.960162	0.0390635	0.000774839	0.272484	0.113933	0.613583	
Seg 39	1067.28	85.4	0.084651	0.0245332	0.0601178	0	0.0503403	0.94966	0		0.960256	0.0389599	0.000783851	0.274404	0.113742	0.611853	
Seg 40	1076.25	85.4	0.0841299	0.0239489	0.060181	0	0.0492347	0.950765	0		0.960348	0.0388588	0.000793014	0.276319	0.113551	0.61013	
Seg 41	1085.23	85.4	0.0836186	0.0233742	0.0602444	0	0.0481438	0.951856	0		0.960437	0.0387602	0.00080233	0.278229	0.113359	0.608412	
Seg 42	1094.21	85.4	0.0831168	0.0228089	0.0603079	0	0.0470674	0.952933	0		0.960524	0.038664	0.0008118	0.280133	0.113167	0.6067	
Seg 43	1103.19	85.4	0.0826244	0.0222528	0.0603716	0	0.0460051	0.953995	0		0.960608	0.0385701	0.000821426	0.282032	0.112974	0.604993	
Seg 44	1112.19	85.4	0.082141	0.0217056	0.0604354	0	0.0449567	0.955043	0		0.96069	0.0384786	0.000831209	0.283926	0.112781	0.603292	
Seg 45	1121.18	85.4	0.0816666	0.0211673	0.0604993	0	0.0439219	0.956078	0		0.960769	0.0383894	0.000841152	0.285815	0.112588	0.601597	
Seg 46	1130.18	85.4	0.0812008	0.0206374	0.0605634	0	0.0429003	0.9571	0		0.960846	0.0383024	0.000851255	0.287698	0.112394	0.599907	
Seg 47	1139.18	85.4	0.0807436	0.0201159	0.0606276	0	0.0418918	0.958108	0		0.960921	0.0382175	0.00086152	0.289576	0.112201	0.598223	
Seg 48	1148.19	85.4	0.0802946	0.0196026	0.060692	0	0.040896	0.959104	0		0.960993	0.0381348	0.00087195	0.291449	0.112007	0.596544	
Seg 49	1157.2	85.4	0.0798538	0.0190972	0.0607565	0	0.0399127	0.960087	0		0.961063	0.0380542	0.000882546	0.293316	0.111812	0.594871	
Seg 50	1166.22	85.4	0.0794208	0.0185996	0.0608212	0	0.0389416	0.961058	0		0.961131	0.0379757	0.000893309	0.295178	0.111618	0.593204	


